Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i don't experience the	7	Human 2	7, 13
2	3	! if you're	13	Human 2	3, 15
2	3	, i can	3	Human 2	13, 15
4	2	, i	11	Human 2	5, 7, 13, 15
4	2	i don't	9	Human 2	5, 7, 11, 13
3	2	the game	5	Human 2	9, 11, 13
2	2	, but	5	Human 2	7, 11
2	2	a board	3	Human 2	7, 9
2	2	a vast	3	Human 2	9, 11
2	2	game and	5	Human 2	7, 11
2	2	phi ,	3	Human 2	5, 7
5	1	and	9	Human 2	7, 9, 11, 13, 15
5	1	i	11	Human 2	5, 7, 11, 13, 15
5	1	the	9	Human 2	7, 9, 11, 13, 15
4	1	if	13	Human 2	3, 7, 9, 15
3	1	can	5	Human 2	11, 13, 15
3	1	do	5	Human 2	3, 5, 7
3	1	help	11	Human 2	3, 11, 13
3	1	of	5	Human 2	9, 11, 13
3	1	you	9	Human 2	3, 5, 11
2	1	have	7	Human 2	5, 11
2	1	i'm	3	Human 2	3, 5
2	1	is	5	Human 2	9, 13
2	1	or	11	Human 2	5, 15
2	1	strategic	7	Human 2	9, 15
2	1	to	5	Human 2	7, 11
2	1	with	7	Human 2	9, 15

