Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	for christmas then	9	2	1	Human 1	8, 9
4	4	2	pumpkin pie	5	6	1	Human 1	4, 5, 7, 9
2	2	2	be the	13	6	1	Human 1	8, 13
2	2	2	here .	3	2	1	Human 1	2, 3
2	2	2	i plan	3	2	1	Human 1	2, 3
2	2	2	i think	7	2	1	Human 1	6, 7
2	2	2	shopping here	3	2	1	Human 1	2, 3
2	2	2	the best	13	2	1	Human 1	12, 13
2	2	2	the prices	11	2	1	Human 1	10, 11
2	2	2	you have	7	6	1	Human 1	2, 7
2	2	2	you need	5	2	1	Human 1	4, 5
9	5	1	i	8	13	1	Human 1	2, 3, 6, 7, 8, 10, 12, 13, 14
9	4	1	the	6	13	2	Human 2	1, 3, 6, 7, 8, 10, 11, 12, 13
8	5	1	you	5	13	2	Human 1	2, 4, 5, 6, 7, 12, 13, 14
7	5	1	for	5	9	1	Human 1	4, 5, 7, 8, 9, 10, 12
5	1	1	pie	6	6	1	Human 1	4, 5, 6, 7, 9
4	4	1	about	2	6	1	Human 2	1, 2, 3, 6
3	3	1	a	13	4	2	Human 1	10, 12, 13
3	3	1	and	10	11	1	Human 2	3, 10, 13
3	3	1	may	13	8	2	Human 1	6, 12, 13
2	2	1	any	5	4	1	Human 1	2, 5
2	1	1	be	13	6	1	Human 1	8, 13
2	2	1	ever	13	2	1	Human 1	12, 13
2	2	1	is	6	2	1	Human 2	5, 6
2	2	1	not	13	10	1	Human 1	4, 13
2	2	1	scare	13	2	1	Human 1	12, 13

