Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	what about you	3	Human 2	7, 9
3	2	about you	5	Human 2	5, 7, 9
2	2	doing well	3	Human 2	5, 7
2	2	gonna play	3	Human 2	7, 9
2	2	having a	3	Human 2	7, 9
2	2	i'm having	5	Human 2	3, 7
2	2	meetings today	5	Human 2	3, 7
5	1	i'm	13	Human 2	3, 5, 7, 13, 15
4	1	and	9	Human 2	7, 9, 13, 15
3	1	doing	9	Human 2	5, 7, 13
3	1	of	7	Human 2	7, 9, 13
3	1	you	5	Human 2	5, 7, 9
2	1	i	5	Human 2	11, 15
2	1	it	7	Human 2	3, 9
2	1	love	3	Human 2	13, 15
2	1	season	3	Human 2	13, 15
2	1	survivor	3	Human 2	13, 15
2	1	the	3	Human 2	13, 15
2	1	time	5	Human 2	9, 13
2	1	today	5	Human 2	3, 7

