Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	how's your day going ?	3	Human 2	1, 3
3	2	! i'm	5	Human 2	3, 5, 7
2	2	a few	3	Human 2	7, 9
2	2	for the	9	Human 2	5, 13
2	2	how long	7	Human 2	11, 17
2	2	i have	3	Human 2	11, 13
2	2	you like	5	Human 2	3, 7
3	1	a	7	Human 2	7, 9, 13
3	1	for	9	Human 2	5, 7, 13
3	1	i	5	Human 2	9, 11, 13
3	1	i'm	5	Human 2	3, 5, 7
3	1	like	11	Human 2	3, 7, 13
3	1	you	13	Human 2	3, 7, 15
2	1	:p	3	Human 2	7, 9
2	1	ago	9	Human 2	9, 17
2	1	it	9	Human 2	3, 11
2	1	oh	7	Human 2	5, 11
2	1	this	3	Human 2	15, 17
2	1	though	5	Human 2	7, 11
2	1	what	9	Human 2	7, 15
2	1	yeah	9	Human 2	5, 13

