Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	for your test .	3	Human 2	7, 9
2	4	lectures you missed ?	3	Human 2	3, 5
2	3	. can you	3	Human 2	5, 7
2	3	can you please	3	Human 2	3, 5
2	3	understand the concepts	7	Human 2	7, 13
3	2	sure ,	5	Human 2	5, 7, 9
3	2	the concepts	11	Human 2	3, 7, 13
2	2	. its	3	Human 2	11, 13
2	2	of the	3	Human 2	5, 7
2	2	tell me	3	Human 2	5, 7
6	1	the	11	Human 2	3, 5, 7, 9, 11, 13
6	1	you	11	Human 2	3, 5, 7, 9, 11, 13
4	1	and	9	Human 2	3, 5, 9, 11
4	1	of	7	Human 2	3, 5, 7, 9
3	1	be	7	Human 2	7, 11, 13
3	1	for	5	Human 2	7, 9, 11
3	1	that	5	Human 2	7, 9, 11
3	1	to	7	Human 2	7, 9, 13
3	1	with	11	Human 2	3, 11, 13
3	1	your	5	Human 2	7, 9, 11
2	1	course	9	Human 2	3, 11
2	1	help	5	Human 2	3, 7
2	1	some	5	Human 2	3, 7
2	1	t	5	Human 2	9, 13
2	1	time	5	Human 2	5, 9
2	1	up	11	Human 2	1, 11
2	1	very	3	Human 2	11, 13
2	1	weekend	5	Human 2	9, 13
2	1	will	3	Human 2	11, 13

