Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	i'm phi and your virtual reality book-savvy ally	7	Human 2	7, 13
3	4	i'm phi and your	7	Human 2	7, 11, 13
2	4	the three body problem	3	Human 2	7, 9
4	3	virtual reality book-savvy	9	Human 2	7, 11, 13, 15
2	3	i'm phi ,	3	Human 2	3, 5
2	3	with you .	3	Human 2	5, 7
6	2	i'm phi	11	Human 2	3, 5, 7, 9, 11, 13
5	2	virtual reality	9	Human 2	7, 9, 11, 13, 15
4	2	, but	13	Human 2	3, 5, 9, 15
2	2	your ally	3	Human 2	9, 11
7	1	i'm	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	and	9	Human 2	7, 9, 11, 13, 15
5	1	book-savvy	9	Human 2	7, 9, 11, 13, 15
5	1	the	11	Human 2	5, 7, 9, 13, 15
5	1	your	13	Human 2	1, 7, 9, 11, 13
4	1	you	9	Human 2	5, 7, 9, 13
3	1	body	5	Human 2	5, 7, 9
3	1	for	7	Human 2	9, 11, 15
3	1	realms	5	Human 2	11, 13, 15
2	1	all	7	Human 2	9, 15
2	1	are	3	Human 2	13, 15
2	1	diving	3	Human 2	13, 15

