Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	this is the	5	Human 2	11, 15
2	2	have done	3	Human 2	11, 13
2	2	how are	7	Human 2	1, 7
2	2	i have	7	Human 2	7, 13
2	2	i was	3	Human 2	5, 7
2	2	kite today	3	Human 2	5, 7
6	1	you	15	Human 2	1, 3, 7, 11, 13, 15
4	1	i	9	Human 2	5, 7, 9, 13
3	1	are	7	Human 2	1, 3, 7
3	1	for	9	Human 2	7, 13, 15
3	1	that	5	Human 2	9, 11, 13
3	1	the	9	Human 2	7, 11, 15
3	1	this	5	Human 2	11, 13, 15
3	1	was	5	Human 2	5, 7, 9
2	1	fishing	3	Human 2	13, 15
2	1	good	3	Human 2	3, 5
2	1	hunting	3	Human 2	13, 15
2	1	i'm	3	Human 2	3, 5
2	1	it	3	Human 2	9, 11
2	1	kite	3	Human 2	5, 7
2	1	like	3	Human 2	11, 13
2	1	no	9	Human 2	3, 11

