Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	more brief than	3	Human 2	13, 15
2	3	twists and turns	3	Human 2	9, 11
2	2	actually here	3	Human 2	13, 15
2	2	can be	7	Human 2	5, 11
2	2	movie was	5	Human 2	11, 15
2	2	that's great	7	Human 2	5, 11
2	2	the movie	5	Human 2	7, 11
2	2	was your	5	Human 2	5, 9
2	2	yes very	3	Human 2	13, 15
2	2	your climb	3	Human 2	5, 7
4	1	good	11	Human 2	5, 11, 13, 15
4	1	nice	9	Human 2	7, 11, 13, 15
4	1	the	7	Human 2	7, 9, 11, 13
4	1	you	13	Human 2	3, 7, 13, 15
3	1	and	7	Human 2	5, 9, 11
3	1	can	9	Human 2	3, 5, 11
3	1	fun	5	Human 2	11, 13, 15
3	1	going	13	Human 2	1, 3, 13
3	1	it's	11	Human 2	3, 7, 13
3	1	turns	7	Human 2	9, 11, 15
3	1	twists	7	Human 2	9, 11, 15
3	1	very	5	Human 2	11, 13, 15
3	1	yes	5	Human 2	11, 13, 15
2	1	but	3	Human 2	11, 13
2	1	how	3	Human 2	3, 5
2	1	i	11	Human 2	3, 13
2	1	it	11	Human 2	1, 11
2	1	like	3	Human 2	13, 15
2	1	prefer	3	Human 2	13, 15
2	1	same	3	Human 2	9, 11
2	1	to	3	Human 2	5, 7
2	1	when	3	Human 2	11, 13
2	1	winter	3	Human 2	13, 15

