Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	and work life balance	3	2	1	Human 1	2, 3
2	2	3	friends and work	3	2	1	Human 1	2, 3
3	3	2	too much	5	6	1	Human 1	2, 5, 7
2	2	2	agree with	11	2	1	Human 1	10, 11
2	2	2	bigger challenges	9	2	1	Human 1	8, 9
2	2	2	new year	5	2	1	Human 1	4, 5
2	2	2	with family	3	2	1	Human 1	2, 3
2	2	2	you ?	12	6	1	Human 2	7, 12
8	8	1	i	13	15	6	Human 1	2, 4, 6, 8, 10, 12, 13, 16
8	7	1	you	2	12	1	Human 2	1, 2, 3, 5, 6, 7, 11, 12
6	2	1	with	6	11	1	Human 1	2, 3, 6, 10, 11, 12
5	4	1	and	3	13	1	Human 1	2, 3, 5, 12, 14
5	5	1	have	3	6	1	Human 1	2, 3, 5, 6, 7
5	5	1	how	4	5	1	Human 2	3, 4, 5, 6, 7
5	5	1	that	7	7	1	Human 1	6, 7, 10, 11, 12
5	5	1	the	6	9	2	Human 2	1, 5, 6, 8, 9
5	5	1	this	6	12	2	Human 2	1, 5, 6, 8, 12
5	3	1	work	10	12	1	Human 1	2, 3, 10, 12, 13
4	4	1	for	3	7	1	Human 1	2, 3, 5, 8
4	4	1	is	8	8	1	Human 2	5, 8, 10, 12
4	1	1	much	16	15	1	Human 1	2, 5, 7, 16
4	4	1	time	3	14	1	Human 1	2, 3, 5, 15
3	3	1	do	5	4	2	Human 1	2, 4, 5
3	1	1	family	12	11	1	Human 1	2, 3, 12
3	1	1	friends	12	11	1	Human 1	2, 3, 12
3	2	1	life	3	4	1	Human 1	2, 3, 5
3	1	1	new	12	9	1	Human 1	4, 5, 12
3	3	1	one	9	4	1	Human 1	8, 9, 11
3	3	1	out	5	15	1	Human 1	4, 5, 18
3	3	1	very	5	13	1	Human 1	2, 5, 14
3	3	1	yay	14	5	1	Human 2	11, 14, 15
3	2	1	year	4	5	1	Human 2	1, 4, 5
2	2	1	back	5	4	1	Human 1	2, 5
2	2	1	been	3	2	1	Human 1	2, 3
2	2	1	but	5	4	1	Human 1	2, 5
2	2	1	don't	5	4	1	Human 1	2, 5
2	2	1	get	5	2	1	Human 1	4, 5
2	2	1	mean	13	2	1	Human 1	12, 13
2	2	1	people	5	2	1	Human 1	4, 5
2	2	1	stuff	15	4	1	Human 1	12, 15
2	2	1	thoughts	17	2	1	Human 1	16, 17
2	2	1	what	12	12	1	Human 2	1, 12

