Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	where did you live before	3	Human 2	9, 11
2	3	how are you	7	Human 2	1, 7
3	2	how are	7	Human 2	1, 3, 7
2	2	giving out	3	Human 2	3, 5
2	2	some goodies	9	Human 2	5, 13
2	2	the jacket	3	Human 2	5, 7
5	1	you	15	Human 2	1, 7, 9, 11, 15
4	1	the	9	Human 2	5, 7, 9, 13
3	1	did	7	Human 2	5, 9, 11
3	1	for	7	Human 2	7, 9, 13
3	1	goodies	11	Human 2	3, 5, 13
3	1	out	5	Human 2	3, 5, 7
3	1	they	11	Human 2	3, 5, 13
2	1	and	9	Human 2	7, 15
2	1	cold	3	Human 2	7, 9
2	1	our	7	Human 2	7, 13
2	1	what	11	Human 2	5, 15

