Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i live in japan .	3	Human 2	9, 11
2	4	where's mountain view ?	3	Human 2	9, 11
2	3	living in japan	3	Human 2	11, 13
3	2	mountain view	5	Human 2	7, 9, 11
2	2	have been	3	Human 2	15, 17
4	1	and	7	Human 2	11, 13, 15, 17
4	1	i	9	Human 2	9, 11, 15, 17
4	1	in	11	Human 2	3, 9, 11, 13
4	1	you	13	Human 2	5, 9, 13, 17
3	1	is	11	Human 2	5, 13, 15
3	1	sapporo	5	Human 2	11, 13, 15
3	1	the	11	Human 2	3, 7, 13
3	1	where	5	Human 2	5, 7, 9
2	1	just	3	Human 2	3, 5
2	1	live	3	Human 2	9, 11
2	1	where's	3	Human 2	9, 11

