Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	, and	3	Human 2	2, 4
2	2	i can't	3	Human 2	8, 10
2	2	i love	3	Human 2	10, 12
2	2	white collar	4	Human 2	1, 4
5	1	i	12	Human 2	1, 6, 8, 10, 12
4	1	and	11	Human 2	2, 4, 10, 12
4	1	you	12	Human 2	1, 2, 4, 12
3	1	anime	5	Human 2	8, 10, 12
3	1	can't	7	Human 2	4, 8, 10
3	1	for	9	Human 2	2, 4, 10
3	1	love	7	Human 2	6, 10, 12
3	1	netflix	4	Human 2	1, 2, 4
3	1	shows	4	Human 2	1, 2, 4
2	1	a	2	Human 2	1, 2
2	1	are	3	Human 2	2, 4
2	1	but	9	Human 2	4, 12
2	1	collar	4	Human 2	1, 4
2	1	good	3	Human 2	2, 4
2	1	its	11	Human 2	2, 12
2	1	on	12	Human 2	1, 12
2	1	see	5	Human 2	8, 12

