Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	i don't have day experiences	3	Human 2	3, 5
2	4	as an ai ,	3	Human 2	5, 7
2	3	, i don't	7	Human 2	5, 11
2	3	. while i	3	Human 2	7, 9
2	3	weight lifting .	5	Human 2	7, 11
3	2	an ai	5	Human 2	3, 5, 7
3	2	as an	7	Human 2	5, 7, 11
3	2	i'm phi	11	Human 2	3, 9, 13
3	2	weight lifting	5	Human 2	7, 9, 11
2	2	phi ,	9	Human 2	3, 11
5	1	and	11	Human 2	3, 7, 9, 11, 13
5	1	i	9	Human 2	3, 5, 7, 9, 11
4	1	i'm	11	Human 2	3, 9, 11, 13
4	1	weight	7	Human 2	7, 9, 11, 13
3	1	can	9	Human 2	5, 9, 13
3	1	or	9	Human 2	5, 11, 13
3	1	your	5	Human 2	5, 7, 9
2	1	but	3	Human 2	3, 5
2	1	for	5	Human 2	5, 9
2	1	it	5	Human 2	9, 13
2	1	on	7	Human 2	7, 13
2	1	that	7	Human 2	7, 13

