Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	3	i'm phi ,	11	Human 2	3, 7, 9, 13
2	3	. science is	3	Human 2	13, 15
2	3	i don't have	7	Human 2	3, 9
5	2	i'm phi	11	Human 2	3, 7, 9, 11, 13
3	2	. science	5	Human 2	11, 13, 15
2	2	, and	7	Human 2	9, 15
2	2	assist you	3	Human 2	9, 11
2	2	conversation .	7	Human 2	5, 11
2	2	i can	5	Human 2	5, 9
2	2	while i	3	Human 2	3, 5
6	1	and	11	Human 2	5, 7, 9, 11, 13, 15
5	1	i	15	Human 2	1, 3, 5, 9, 15
5	1	i'm	11	Human 2	3, 7, 9, 11, 13
5	1	the	15	Human 2	1, 3, 11, 13, 15
4	1	ai	11	Human 2	3, 7, 9, 13
3	1	for	9	Human 2	7, 13, 15
3	1	our	11	Human 2	5, 11, 15
3	1	you	7	Human 2	5, 9, 11
2	1	as	7	Human 2	7, 13
2	1	can	5	Human 2	5, 9
2	1	fundamental	3	Human 2	13, 15
2	1	here	3	Human 2	11, 13
2	1	information	5	Human 2	9, 13
2	1	it	3	Human 2	13, 15
2	1	of	9	Human 2	3, 11
2	1	this	5	Human 2	7, 11
2	1	to	11	Human 2	1, 11
2	1	with	9	Human 2	1, 9

