Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	i never seen this in person	9	2	1	Human 1	8, 9
2	2	6	what are you doing these holidays	11	2	1	Human 1	10, 11
2	2	4	. i never seen	11	4	1	Human 1	8, 11
2	2	3	to the bahamas	13	10	1	Human 1	4, 13
2	2	3	you can stay	15	2	1	Human 1	14, 15
4	2	2	the bahamas	7	10	1	Human 1	4, 7, 9, 13
3	1	2	are you	11	6	2	Human 1	6, 10, 11
3	1	2	in person	11	4	1	Human 1	8, 9, 11
2	2	2	i think	15	2	1	Human 1	14, 15
2	2	2	i'm going	7	4	1	Human 1	4, 7
2	2	2	i'm gonna	13	2	1	Human 1	12, 13
7	2	1	i	8	11	2	Human 2	5, 7, 8, 9, 11, 14, 15
7	3	1	i'm	5	10	1	Human 1	4, 5, 7, 9, 11, 12, 13
7	3	1	the	5	11	1	Human 1	4, 5, 7, 9, 11, 13, 14
7	4	1	you	7	10	1	Human 1	6, 7, 10, 11, 13, 14, 15
6	2	1	bahamas	5	10	1	Human 1	4, 5, 7, 9, 11, 13
5	3	1	are	7	8	1	Human 1	6, 7, 10, 11, 13
5	5	1	now	7	8	1	Human 1	6, 7, 9, 11, 13
4	2	1	going	3	6	1	Human 1	2, 3, 4, 7
4	2	1	in	8	7	1	Human 2	5, 8, 9, 11
4	4	1	nice	13	6	2	Human 1	10, 12, 13, 15
3	1	1	gonna	12	11	1	Human 2	3, 12, 13
3	1	1	think	14	9	1	Human 2	7, 14, 15
3	1	1	this	11	4	1	Human 1	8, 9, 11
2	1	1	doing	11	2	1	Human 1	10, 11
2	2	1	family	15	2	1	Human 1	14, 15
2	2	1	go	13	2	1	Human 1	12, 13
2	2	1	on	14	12	1	Human 2	3, 14
2	2	1	so	15	6	1	Human 1	10, 15
2	1	1	these	11	2	1	Human 1	10, 11
2	2	1	with	15	2	1	Human 1	14, 15
2	2	1	yey	15	4	1	Human 1	12, 15

