Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	the bahamas now	7	Human 2	7, 9, 13
2	3	i never seen	3	Human 2	9, 11
2	3	you are the	5	Human 2	7, 11
3	2	you are	7	Human 2	7, 11, 13
2	2	in bahamas	7	Human 2	5, 11
2	2	in person	3	Human 2	9, 11
2	2	the bamas	7	Human 2	5, 11
5	1	i	11	Human 2	5, 7, 9, 11, 15
5	1	i'm	9	Human 2	5, 7, 9, 11, 13
4	1	now	7	Human 2	7, 9, 11, 13
4	1	you	9	Human 2	7, 11, 13, 15
3	1	are	7	Human 2	7, 11, 13
2	1	and	3	Human 2	9, 11
2	1	going	5	Human 2	3, 7
2	1	gonna	11	Human 2	3, 13
2	1	nice	3	Human 2	13, 15
2	1	think	9	Human 2	7, 15
2	1	this	3	Human 2	9, 11

