Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	10	i'm phi , an artificial intelligence , so i don't	3	Human 2	5, 7
3	7	i'm phi , an artificial intelligence ,	5	Human 2	5, 7, 9
2	6	experiences like tube tubing . but	5	Human 2	11, 15
2	5	, and i don't have	7	Human 2	9, 15
2	5	beverages like tea or coffee	3	Human 2	5, 7
4	4	i'm phi , an	11	Human 2	5, 7, 9, 15
6	3	i'm phi ,	11	Human 2	5, 7, 9, 11, 13, 15
3	3	, and i	7	Human 2	9, 11, 15
3	3	i don't have	13	Human 2	3, 9, 15
2	3	an ai ,	13	Human 2	3, 15
6	2	i don't	13	Human 2	3, 5, 7, 9, 13, 15
3	2	experiences like	7	Human 2	9, 11, 15
2	2	, but	11	Human 2	3, 13
2	2	, i	3	Human 2	3, 5
2	2	. however	5	Human 2	5, 9
2	2	but i	3	Human 2	13, 15
7	1	i'm	13	Human 2	3, 5, 7, 9, 11, 13, 15
4	1	and	7	Human 2	9, 11, 13, 15
4	1	have	13	Human 2	3, 9, 11, 15
3	1	or	5	Human 2	5, 7, 9
2	1	doing	3	Human 2	1, 3
2	1	hot	3	Human 2	7, 9
2	1	to	11	Human 2	3, 13
2	1	you	5	Human 2	1, 5
2	1	you're	11	Human 2	3, 13

