Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	enjoy playing	8	4	1	Human 2	7, 8, 10
3	3	2	i love	12	8	2	Human 2	5, 11, 12
2	2	2	. i	10	4	1	Human 2	7, 10
2	2	2	beside yoga	11	2	1	Human 1	10, 11
2	2	2	doing well	3	2	1	Human 1	2, 3
2	2	2	love to	5	2	1	Human 1	4, 5
2	2	2	the best	11	4	1	Human 1	8, 11
8	3	1	i	6	10	2	Human 2	3, 5, 6, 7, 8, 10, 11, 12
7	7	1	and	6	9	1	Human 2	5, 6, 7, 8, 9, 11, 13
7	5	1	to	3	13	1	Human 1	2, 3, 4, 5, 9, 13, 14
6	6	1	you	3	12	1	Human 1	2, 3, 4, 6, 10, 13
5	5	1	great	6	11	1	Human 2	3, 6, 7, 9, 13
5	1	1	love	13	10	1	Human 1	4, 5, 11, 12, 13
4	4	1	a	10	8	2	Human 2	5, 7, 10, 12
4	4	1	are	9	12	1	Human 1	2, 9, 11, 13
4	4	1	in	6	10	1	Human 2	5, 6, 7, 14
4	4	1	is	8	10	2	Human 2	3, 7, 8, 12
4	1	1	playing	11	5	1	Human 2	7, 8, 10, 11
4	2	1	the	9	6	1	Human 1	8, 9, 11, 13
4	4	1	what	13	12	3	Human 1	2, 4, 10, 13
4	2	1	yoga	7	6	1	Human 1	6, 7, 10, 11
3	3	1	about	11	8	1	Human 1	6, 11, 13
3	1	1	beside	11	8	2	Human 1	4, 10, 11
3	3	1	my	12	8	2	Human 2	5, 7, 12
3	3	1	winter	9	6	1	Human 1	8, 9, 13
2	2	1	cold	13	4	1	Human 1	10, 13
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	it	7	2	1	Human 1	6, 7
2	2	1	karaoke	13	2	1	Human 1	12, 13
2	2	1	not	9	2	1	Human 1	8, 9
2	2	1	outside	11	2	1	Human 1	10, 11
2	2	1	singing	13	2	1	Human 1	12, 13
2	2	1	those	9	2	1	Human 1	8, 9
2	2	1	time	8	4	1	Human 2	5, 8

