Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	! i think	13	8	1	Human 1	6, 13
2	2	3	have been very	3	2	1	Human 1	2, 3
2	2	3	one of the	13	6	1	Human 1	8, 13
6	4	2	i think	9	8	2	Human 1	6, 8, 9, 11, 12, 13
5	5	2	. i	15	10	2	Human 1	8, 10, 15, 16, 17
4	2	2	have been	7	8	1	Human 1	2, 3, 7, 9
3	3	2	great !	5	5	1	Human 1	4, 5, 8
3	3	2	i guess	5	9	1	Human 1	2, 5, 10
3	3	2	mental health	13	10	1	Human 1	8, 13, 17
2	2	2	. how	9	4	1	Human 1	6, 9
2	2	2	do you	11	10	1	Human 1	2, 11
2	2	2	for me	3	2	1	Human 1	2, 3
2	2	2	to be	18	16	1	Human 2	3, 18
13	4	1	i	5	16	2	Human 1	2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17
12	11	1	you	2	17	1	Human 2	1, 2, 3, 5, 6, 7, 9, 11, 12, 13, 15, 17
10	10	1	a	4	16	1	Human 2	3, 4, 5, 10, 12, 13, 14, 16, 17, 18
9	9	1	and	3	16	1	Human 1	2, 3, 5, 11, 12, 13, 14, 15, 17
9	6	1	have	5	16	1	Human 1	2, 3, 5, 6, 7, 9, 11, 15, 17
9	8	1	the	6	17	2	Human 2	1, 3, 6, 7, 8, 9, 11, 13, 17
8	6	1	of	5	15	1	Human 1	2, 5, 7, 8, 10, 13, 15, 16
8	6	1	to	4	16	1	Human 2	3, 4, 5, 11, 12, 15, 17, 18
7	5	1	for	5	14	1	Human 1	2, 3, 5, 7, 8, 9, 15
7	7	1	that	7	10	1	Human 1	6, 7, 9, 10, 12, 13, 15
7	7	1	with	9	12	2	Human 1	2, 6, 9, 10, 11, 12, 13
6	6	1	this	6	17	1	Human 2	1, 6, 8, 9, 12, 17
5	2	1	been	5	8	1	Human 1	2, 3, 5, 7, 9
5	2	1	great	9	8	1	Human 1	4, 5, 8, 9, 11
5	5	1	it	11	9	1	Human 1	10, 11, 16, 17, 18
5	5	1	things	3	8	1	Human 1	2, 3, 5, 7, 9
5	5	1	work	11	14	2	Human 1	2, 10, 11, 12, 15
4	4	1	about	13	6	1	Human 1	12, 13, 15, 17
4	4	1	actually	11	8	1	Human 1	10, 11, 16, 17
4	2	1	do	11	14	2	Human 1	2, 4, 11, 15
4	4	1	is	8	6	1	Human 2	7, 8, 10, 12
4	4	1	out	5	15	1	Human 1	4, 5, 9, 18
4	4	1	right	12	9	1	Human 2	9, 12, 13, 17
4	4	1	so	11	12	1	Human 1	4, 11, 12, 15
4	4	1	that's	14	5	1	Human 2	13, 14, 15, 17
4	2	1	very	5	13	1	Human 1	2, 3, 5, 14
4	4	1	year	4	7	1	Human 2	1, 4, 5, 7
3	3	1	get	5	8	1	Human 1	4, 5, 11
3	1	1	how	9	6	2	Human 1	4, 6, 9
3	3	1	idea	9	6	2	Human 1	4, 6, 9
3	3	1	in	3	12	1	Human 1	2, 3, 13
3	3	1	life	13	16	1	Human 1	2, 13, 17
3	3	1	much	3	15	1	Human 1	2, 3, 16
3	3	1	new	5	9	1	Human 1	4, 5, 12
3	1	1	one	9	6	1	Human 1	8, 9, 13
3	3	1	sounds	9	8	1	Human 1	6, 9, 13
3	3	1	stay	15	6	1	Human 1	12, 15, 17
3	3	1	too	3	10	1	Human 1	2, 3, 11
3	3	1	what	12	15	1	Human 2	1, 12, 15
2	2	1	agree	15	6	1	Human 1	10, 15
2	2	1	big	13	2	1	Human 1	12, 13
2	2	1	busy	12	8	1	Human 2	5, 12
2	2	1	but	3	2	1	Human 1	2, 3
2	2	1	challenges	13	6	1	Human 1	8, 13
2	2	1	come	9	4	1	Human 1	6, 9
2	2	1	company	15	6	1	Human 1	10, 15
2	2	1	from	17	8	1	Human 1	10, 17
2	2	1	good	7	4	1	Human 1	4, 7
2	2	1	here	12	6	1	Human 2	7, 12
2	2	1	keep	15	4	1	Human 1	12, 15
2	2	1	now	13	4	1	Human 1	10, 13
2	2	1	practice	11	6	1	Human 1	6, 11
2	2	1	quote	13	4	1	Human 1	10, 13
2	2	1	when	11	2	1	Human 1	10, 11

