Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	at an old school high school	3	Human 2	11, 13
2	6	working all night on a homework	3	Human 2	5, 7
2	4	i'm gonna be working	5	Human 2	7, 11
2	3	how's it going	3	Human 2	1, 3
2	2	i think	3	Human 2	15, 17
2	2	i was	3	Human 2	5, 7
7	1	i	15	Human 2	5, 7, 9, 13, 15, 17, 19
4	1	all	11	Human 2	5, 7, 9, 15
4	1	it	17	Human 2	1, 3, 15, 17
4	1	was	15	Human 2	5, 7, 17, 19
4	1	working	7	Human 2	5, 7, 9, 11
3	1	a	9	Human 2	5, 7, 13
3	1	haha	5	Human 2	9, 11, 13
3	1	high	5	Human 2	9, 11, 13
3	1	i'm	7	Human 2	7, 11, 13
3	1	school	9	Human 2	11, 13, 19
3	1	think	5	Human 2	13, 15, 17
3	1	today	9	Human 2	3, 5, 11
3	1	you	5	Human 2	13, 15, 17
2	1	have	3	Human 2	17, 19
2	1	not	7	Human 2	13, 19
2	1	things	3	Human 2	17, 19
2	1	to	3	Human 2	17, 19

