Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	have the ability to	3	Human 2	5, 7
2	3	here are the	5	Human 2	9, 13
3	2	, i	9	Human 2	3, 5, 11
2	2	, and	5	Human 2	3, 7
2	2	an ai	3	Human 2	3, 5
2	2	can start	3	Human 2	9, 11
2	2	details for	3	Human 2	13, 15
2	2	i don't	3	Human 2	3, 5
2	2	the event	5	Human 2	11, 15
2	2	will have	5	Human 2	11, 15
2	2	you with	5	Human 2	7, 11
6	1	and	13	Human 2	3, 7, 9, 11, 13, 15
6	1	for	13	Human 2	3, 7, 9, 11, 13, 15
6	1	the	11	Human 2	5, 7, 9, 11, 13, 15
5	1	details	11	Human 2	5, 7, 9, 13, 15
5	1	you	11	Human 2	5, 7, 9, 11, 15
4	1	event	11	Human 2	5, 7, 11, 15
4	1	i	9	Human 2	3, 5, 7, 11
3	1	can	7	Human 2	9, 11, 15
3	1	like	5	Human 2	3, 5, 7
3	1	logistics	9	Human 2	5, 7, 13
3	1	to	7	Human 2	5, 7, 11
3	1	with	5	Human 2	7, 9, 11
2	1	by	9	Human 2	3, 11
2	1	certainly	7	Human 2	9, 15
2	1	events	5	Human 2	3, 7
2	1	or	3	Human 2	5, 7
2	1	organizing	3	Human 2	13, 15
2	1	other	3	Human 2	9, 11
2	1	out	7	Human 2	5, 11
2	1	volunteer	13	Human 2	3, 15
2	1	volunteers	3	Human 2	9, 11

