Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	how's your day going ?	5	4	1	Human 1	2, 5
2	2	4	this time of year	15	4	1	Human 1	12, 15
2	2	4	visited india before .	11	2	1	Human 1	10, 11
4	4	2	new york	9	7	1	Human 1	8, 9, 13, 14
3	3	2	. how	11	6	2	Human 1	6, 8, 11
3	3	2	i'm good	5	4	1	Human 1	4, 5, 7
3	1	2	this time	13	4	1	Human 1	12, 13, 15
2	2	2	. i	14	12	1	Human 2	3, 14
2	2	2	actually just	15	2	1	Human 1	14, 15
2	2	2	few weeks	15	2	1	Human 1	14, 15
2	2	2	going to	11	6	1	Human 1	6, 11
2	2	2	i was	15	2	1	Human 1	14, 15
8	4	1	going	3	12	1	Human 1	2, 3, 5, 6, 7, 9, 11, 13
7	7	1	the	14	11	5	Human 2	5, 7, 9, 11, 13, 14, 15
6	6	1	and	12	13	2	Human 2	3, 7, 12, 13, 14, 15
6	4	1	to	6	10	1	Human 2	5, 6, 7, 9, 11, 14
5	5	1	been	14	7	3	Human 2	9, 11, 13, 14, 15
5	2	1	i'm	6	10	1	Human 1	4, 5, 6, 7, 13
5	5	1	you	4	9	1	Human 2	3, 4, 6, 9, 11
4	4	1	about	7	4	1	Human 1	6, 7, 8, 9
4	1	1	good	9	6	1	Human 1	4, 5, 7, 9
4	1	1	how	9	6	2	Human 1	6, 8, 9, 11
4	1	1	i	14	13	2	Human 2	3, 9, 14, 15
4	4	1	i've	11	6	1	Human 1	10, 11, 13, 15
4	2	1	of	15	10	3	Human 1	6, 12, 14, 15
3	1	1	actually	14	3	1	Human 2	13, 14, 15
3	1	1	day	3	4	1	Human 1	2, 3, 5
3	3	1	down	5	6	1	Human 1	4, 5, 9
3	3	1	for	14	11	1	Human 2	5, 14, 15
3	3	1	getting	5	4	1	Human 1	4, 5, 7
3	1	1	just	14	7	1	Human 2	9, 14, 15
3	3	1	there	14	15	1	Human 2	1, 14, 15
3	1	1	your	3	4	1	Human 1	2, 3, 5
2	2	1	a	14	12	1	Human 2	3, 14
2	2	1	bangalore	13	2	1	Human 1	12, 13
2	2	1	both	13	2	1	Human 1	12, 13
2	2	1	cities	13	2	1	Human 1	12, 13
2	2	1	got	15	2	1	Human 1	14, 15
2	2	1	hot	15	4	1	Human 1	12, 15
2	2	1	is	12	10	1	Human 2	3, 12
2	2	1	my	6	4	1	Human 2	3, 6
2	2	1	still	13	2	1	Human 1	12, 13
2	2	1	thinking	7	2	1	Human 1	6, 7

