Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	it had been a long time	3	Human 2	7, 9
2	3	he was like	3	Human 2	5, 7
2	3	you want to	3	Human 2	13, 15
2	2	maybe you	7	Human 2	9, 15
2	2	ohh okay	5	Human 2	7, 11
2	2	time .	5	Human 2	5, 9
6	1	you	13	Human 2	3, 5, 9, 11, 13, 15
5	1	maybe	9	Human 2	7, 9, 11, 13, 15
4	1	like	11	Human 2	5, 7, 11, 15
4	1	time	11	Human 2	5, 7, 9, 15
3	1	had	5	Human 2	5, 7, 9
3	1	the	5	Human 2	5, 7, 9
2	1	for	5	Human 2	11, 15
2	1	hmmmm	5	Human 2	9, 13
2	1	last	5	Human 2	5, 9
2	1	this	9	Human 2	5, 13
2	1	what	3	Human 2	13, 15

