Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	, how	4	4	1	Human 2	1, 4
2	2	2	make millions	13	2	1	Human 1	12, 13
2	2	2	sad .	3	2	1	Human 1	2, 3
2	2	2	vacation ,	7	2	1	Human 1	6, 7
2	2	2	you can	9	2	1	Human 1	8, 9
2	2	2	zipline ,	15	2	1	Human 1	14, 15
9	9	1	i	5	14	1	Human 1	2, 5, 7, 8, 9, 10, 11, 13, 15
9	9	1	i'm	3	14	1	Human 1	2, 3, 5, 7, 9, 10, 11, 13, 15
8	8	1	and	5	12	1	Human 1	4, 5, 7, 9, 12, 13, 14, 15
8	8	1	just	5	12	1	Human 1	4, 5, 7, 9, 10, 11, 13, 15
7	5	1	you	6	13	2	Human 2	1, 5, 6, 8, 9, 12, 13
6	6	1	a	3	10	1	Human 1	2, 3, 4, 7, 9, 11
5	3	1	can	8	13	1	Human 2	3, 8, 9, 13, 15
4	4	1	to	8	6	3	Human 2	3, 5, 7, 8
4	2	1	zipline	9	8	1	Human 1	8, 9, 14, 15
3	3	1	could	7	4	1	Human 1	6, 7, 9
3	3	1	don't	14	10	2	Human 2	5, 7, 14
3	3	1	idea	11	10	1	Human 1	4, 11, 13
3	3	1	if	7	7	1	Human 1	6, 7, 12
3	3	1	it	10	6	1	Human 2	7, 10, 12
3	1	1	make	15	4	1	Human 1	12, 13, 15
2	2	1	about	15	6	1	Human 1	10, 15
2	2	1	are	8	8	1	Human 2	1, 8
2	2	1	drink	15	2	1	Human 1	14, 15
2	2	1	from	11	4	1	Human 1	8, 11
2	2	1	going	7	4	1	Human 1	4, 7
2	2	1	in	8	2	1	Human 2	7, 8
2	2	1	invent	13	2	1	Human 1	12, 13
2	2	1	scared	11	2	1	Human 1	10, 11
2	2	1	so	5	2	1	Human 1	4, 5
2	2	1	sounds	11	2	1	Human 1	10, 11
2	2	1	would	7	2	1	Human 1	6, 7
2	2	1	your	11	8	1	Human 1	4, 11

