Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	the world would be	3	Human 2	9, 11
3	2	would be	7	Human 2	9, 11, 15
2	2	and the	5	Human 2	5, 9
2	2	i've been	3	Human 2	5, 7
2	2	meetings .	5	Human 2	5, 9
2	2	reading papers	3	Human 2	5, 7
2	2	to work	5	Human 2	3, 7
7	1	the	15	Human 2	3, 5, 9, 11, 13, 15, 17
4	1	a	7	Human 2	3, 5, 7, 9
4	1	and	9	Human 2	5, 7, 9, 13
4	1	going	7	Human 2	1, 3, 5, 7
4	1	i	15	Human 2	3, 7, 9, 17
4	1	to	13	Human 2	3, 5, 7, 15
4	1	too	11	Human 2	7, 13, 15, 17
4	1	would	7	Human 2	9, 11, 13, 15
4	1	you	9	Human 2	9, 11, 13, 17
3	1	but	15	Human 2	3, 7, 17
3	1	day	15	Human 2	1, 5, 15
3	1	is	13	Human 2	5, 13, 17
3	1	work	7	Human 2	3, 7, 9
2	1	australia	3	Human 2	13, 15
2	1	dive	3	Human 2	15, 17
2	1	expensive	3	Human 2	15, 17
2	1	have	5	Human 2	3, 7
2	1	in	13	Human 2	3, 15
2	1	just	11	Human 2	5, 15
2	1	love	7	Human 2	7, 13
2	1	lucky	3	Human 2	5, 7
2	1	of	5	Human 2	13, 17
2	1	such	3	Human 2	15, 17
2	1	that	3	Human 2	15, 17

