Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	what sort of things	13	4	1	Human 1	10, 13
2	2	3	plan to mentor	11	2	1	Human 1	10, 11
3	3	2	peer perspective	11	6	1	Human 1	8, 11, 13
3	1	2	plan to	13	4	1	Human 1	10, 11, 13
3	3	2	this cycle	13	12	2	Human 1	2, 12, 13
2	2	2	pretty useful	5	2	1	Human 1	4, 5
2	2	2	signed up	7	2	1	Human 1	6, 7
2	2	2	this time	9	4	1	Human 1	6, 9
7	7	1	i	7	10	2	Human 1	4, 6, 7, 8, 11, 12, 13
7	4	1	to	6	10	1	Human 2	5, 6, 8, 10, 11, 13, 14
6	4	1	mentor	6	8	1	Human 2	5, 6, 9, 10, 11, 12
6	6	1	the	3	13	1	Human 1	2, 3, 5, 11, 13, 14
5	5	1	have	9	8	1	Human 1	6, 9, 11, 12, 13
4	4	1	a	6	10	1	Human 2	5, 6, 9, 14
4	1	1	cycle	3	12	1	Human 1	2, 3, 12, 13
4	4	1	good	11	9	2	Human 1	6, 8, 11, 14
4	4	1	hi	1	6	1	Human 1	0, 1, 3, 5
4	2	1	of	4	11	1	Human 2	3, 4, 10, 13
4	4	1	you	5	12	1	Human 1	2, 5, 10, 13
3	3	1	but	9	6	1	Human 1	8, 9, 13
3	3	1	in	5	13	1	Human 1	2, 5, 14
3	3	1	mentorship	5	4	2	Human 1	2, 4, 5
3	3	1	other	9	6	1	Human 1	8, 9, 13
3	1	1	pretty	14	11	1	Human 1	4, 5, 14
3	3	1	program	3	4	1	Human 1	2, 3, 5
3	1	1	what	11	4	1	Human 1	10, 11, 13
2	2	1	been	13	2	1	Human 1	12, 13
2	2	1	do	13	4	1	Human 1	10, 13
2	2	1	find	5	2	1	Human 1	4, 5
2	2	1	it	8	4	1	Human 2	5, 8
2	2	1	overall	5	2	1	Human 1	4, 5
2	2	1	skills	13	2	1	Human 1	12, 13
2	2	1	with	13	2	1	Human 1	12, 13
2	2	1	yeah	9	2	1	Human 1	8, 9

