Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i like to	5	Human 2	7, 11
4	2	like to	9	Human 2	7, 9, 11, 15
3	2	do you	7	Human 2	9, 13, 15
3	2	i like	7	Human 2	7, 11, 13
2	2	, but	9	Human 2	3, 11
2	2	. i	3	Human 2	13, 15
2	2	. what	11	Human 2	3, 13
2	2	what else	3	Human 2	7, 9
2	2	you know	5	Human 2	3, 7
7	1	you	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	like	11	Human 2	7, 9, 11, 13, 15, 17
6	1	to	13	Human 2	3, 5, 7, 9, 11, 15
6	1	what	15	Human 2	3, 7, 9, 11, 13, 17
5	1	i	13	Human 2	3, 7, 11, 13, 15
3	1	a	5	Human 2	3, 5, 7
3	1	are	9	Human 2	3, 5, 11
3	1	do	7	Human 2	9, 13, 15
3	1	is	9	Human 2	9, 15, 17
3	1	that	7	Human 2	9, 11, 15
3	1	work	5	Human 2	3, 5, 7
2	1	code	3	Human 2	5, 7
2	1	food	3	Human 2	11, 13
2	1	just	5	Human 2	3, 7
2	1	really	5	Human 2	11, 15
2	1	szechuan	3	Human 2	13, 15

