Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	7	as an ai , i don't have	3	Human 2	5, 7
3	6	as an ai , i don't	7	Human 2	5, 7, 11
4	5	as an ai , i	9	Human 2	5, 7, 11, 13
3	3	, i can	5	Human 2	9, 11, 13
2	3	, but i	9	Human 2	7, 15
4	2	, but	11	Human 2	5, 7, 13, 15
4	2	i can	7	Human 2	9, 11, 13, 15
2	2	assist you	9	Human 2	5, 13
2	2	i'm here	9	Human 2	5, 13
2	2	understand the	7	Human 2	9, 15
6	1	i	11	Human 2	5, 7, 9, 11, 13, 15
5	1	an	9	Human 2	5, 7, 9, 11, 13
5	1	but	11	Human 2	5, 7, 11, 13, 15
5	1	can	13	Human 2	3, 9, 11, 13, 15
4	1	i'm	13	Human 2	3, 5, 13, 15
4	1	to	13	Human 2	3, 5, 11, 15
4	1	you	15	Human 2	1, 5, 13, 15
3	1	and	13	Human 2	3, 5, 15
3	1	in	5	Human 2	11, 13, 15
3	1	or	9	Human 2	5, 7, 13
2	1	a	7	Human 2	5, 11
2	1	experience	3	Human 2	9, 11
2	1	for	7	Human 2	7, 13
2	1	how	15	Human 2	1, 15
2	1	it	7	Human 2	9, 15
2	1	that	9	Human 2	3, 11
2	1	this	9	Human 2	3, 11
2	1	ziplining	7	Human 2	9, 15

