Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	the most important thing for society	13	2	1	Human 1	12, 13
2	2	5	! what about you ?	3	2	1	Human 1	2, 3
2	2	5	does it make sense ?	15	2	1	Human 1	14, 15
3	1	4	what about you ?	5	4	1	Human 1	2, 3, 5
2	2	4	. you won't see	7	4	1	Human 1	4, 7
2	2	4	fmri and machine learning	7	2	1	Human 1	6, 7
2	2	4	you won't see me	5	2	1	Human 1	4, 5
3	3	2	the brain	9	4	1	Human 1	8, 9, 11
2	2	2	i believe	13	4	1	Human 1	10, 13
2	2	2	this .	7	2	1	Human 1	6, 7
9	5	1	the	2	15	1	Human 2	1, 2, 7, 8, 9, 11, 12, 13, 15
9	5	1	you	3	12	1	Human 1	2, 3, 4, 5, 7, 8, 9, 11, 13
6	3	1	see	9	12	1	Human 1	4, 5, 7, 9, 11, 15
5	3	1	for	9	10	1	Human 1	6, 9, 12, 13, 15
5	3	1	i	2	13	1	Human 2	1, 2, 6, 10, 13
5	3	1	it	7	10	1	Human 1	6, 7, 12, 14, 15
5	5	1	that	9	8	2	Human 1	6, 8, 9, 11, 13
5	3	1	this	9	10	1	Human 1	6, 7, 9, 11, 15
5	2	1	what	9	11	1	Human 1	2, 3, 5, 9, 12
4	2	1	and	9	6	1	Human 1	6, 7, 9, 11
4	1	1	brain	15	8	1	Human 1	8, 9, 11, 15
4	2	1	thing	9	6	1	Human 1	8, 9, 12, 13
3	3	1	am	2	6	1	Human 2	1, 2, 6
3	1	1	believe	11	4	1	Human 1	10, 11, 13
3	3	1	can	11	5	1	Human 1	8, 11, 12
3	3	1	tell	9	6	1	Human 1	8, 9, 13
3	3	1	would	7	4	1	Human 1	6, 7, 9
2	2	1	no	13	2	1	Human 1	12, 13
2	2	1	not	7	2	1	Human 1	6, 7
2	2	1	to	6	6	1	Human 2	1, 6

