Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	believe in miracles	4	4	1	Human 2	1, 4
2	2	3	empathise with people	11	2	1	Human 1	10, 11
2	2	3	too many people	3	2	1	Human 1	2, 3
4	2	2	too many	4	6	1	Human 1	2, 3, 4, 7
3	3	2	not much	9	8	1	Human 1	6, 9, 13
2	2	2	because you	11	6	1	Human 1	6, 11
2	2	2	grow up	11	2	1	Human 1	10, 11
2	2	2	next cycle	7	4	1	Human 1	4, 7
2	2	2	out there	9	6	1	Human 1	4, 9
2	2	2	people who	13	4	1	Human 1	10, 13
2	2	2	through the	7	2	1	Human 1	6, 7
2	2	2	who you	5	2	1	Human 1	4, 5
2	2	2	you can	13	10	1	Human 1	4, 13
9	8	1	you	4	13	1	Human 2	1, 4, 5, 6, 7, 9, 10, 11, 13
6	6	1	and	6	11	1	Human 2	3, 6, 7, 9, 11, 13
6	4	1	not	7	8	1	Human 1	6, 7, 9, 10, 11, 13
6	1	1	people	7	12	1	Human 1	2, 3, 7, 10, 11, 13
5	5	1	change	5	10	1	Human 1	4, 5, 7, 9, 13
5	5	1	have	8	11	1	Human 2	3, 8, 9, 11, 13
5	5	1	i	3	10	1	Human 1	2, 3, 4, 6, 11
5	3	1	the	9	8	1	Human 1	6, 7, 9, 11, 13
5	1	1	too	5	6	1	Human 1	2, 3, 4, 5, 7
4	4	1	a	6	10	1	Human 2	3, 6, 8, 12
4	4	1	about	7	8	1	Human 1	6, 7, 9, 13
4	2	1	can	7	10	1	Human 1	4, 7, 9, 13
4	4	1	get	6	11	1	Human 2	3, 6, 7, 13
4	2	1	in	4	10	2	Human 2	1, 3, 4, 10
4	1	1	much	11	8	1	Human 1	6, 9, 11, 13
4	3	1	up	11	6	2	Human 1	8, 10, 11, 13
3	1	1	because	7	6	1	Human 1	6, 7, 11
3	1	1	believe	7	7	1	Human 2	1, 4, 7
3	3	1	help	4	5	1	Human 2	3, 4, 7
3	3	1	it's	9	6	2	Human 1	4, 6, 9
3	3	1	might	7	8	1	Human 1	4, 7, 11
3	1	1	miracles	5	5	1	Human 2	1, 4, 5
3	1	1	out	13	10	1	Human 1	4, 9, 13
3	1	1	with	13	4	1	Human 1	10, 11, 13
2	2	1	all	12	6	1	Human 2	7, 12
2	2	1	did	11	2	1	Human 1	10, 11
2	2	1	good	9	4	1	Human 1	6, 9
2	2	1	it	10	8	1	Human 2	3, 10
2	2	1	know	5	4	1	Human 1	2, 5
2	2	1	means	13	8	1	Human 1	6, 13
2	2	1	promoted	5	2	1	Human 1	4, 5
2	2	1	suck	7	6	1	Human 1	2, 7
2	2	1	them	9	6	1	Human 1	4, 9
2	2	1	to	13	4	1	Human 1	10, 13
2	2	1	told	7	2	1	Human 1	6, 7
2	2	1	we	9	2	1	Human 1	8, 9
2	2	1	well	5	2	1	Human 1	4, 5
2	2	1	what	7	2	1	Human 1	6, 7

