Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	holiday for watching movies	3	Human 2	5, 7
2	3	billions is about	3	Human 2	7, 9
2	3	have you been	3	Human 2	13, 15
3	2	have you	7	Human 2	9, 13, 15
2	2	about the	3	Human 2	9, 11
2	2	christmas dinner	3	Human 2	3, 5
2	2	right ?	3	Human 2	11, 13
2	2	the frasier	5	Human 2	11, 15
2	2	would recommend	3	Human 2	5, 7
2	2	yourself ?	13	Human 2	3, 15
7	1	have	13	Human 2	3, 5, 7, 9, 11, 13, 15
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
6	1	and	11	Human 2	5, 7, 9, 11, 13, 15
5	1	you	11	Human 2	5, 7, 9, 13, 15
4	1	for	9	Human 2	3, 5, 7, 11
3	1	country	7	Human 2	7, 9, 13
3	1	friends	5	Human 2	9, 11, 13
3	1	holiday	5	Human 2	3, 5, 7
3	1	its	5	Human 2	11, 13, 15
3	1	seen	5	Human 2	9, 11, 13
3	1	wild	7	Human 2	7, 9, 13
2	1	a	7	Human 2	3, 9
2	1	another	3	Human 2	11, 13
2	1	cheers	3	Human 2	11, 13
2	1	i	11	Human 2	3, 13
2	1	in	13	Human 2	3, 15
2	1	it	7	Human 2	3, 9
2	1	just	3	Human 2	9, 11
2	1	netflix	3	Human 2	5, 7
2	1	series	5	Human 2	11, 15
2	1	to	5	Human 2	9, 13

