Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	anime series like	5	Human 2	8, 12
2	3	rick and morty	3	Human 2	10, 12
3	2	on netflix	10	Human 2	1, 6, 10
2	2	some good	3	Human 2	6, 8
2	2	white collar	4	Human 2	1, 4
4	1	and	9	Human 2	4, 6, 10, 12
4	1	netflix	10	Human 2	1, 6, 8, 10
4	1	on	10	Human 2	1, 6, 8, 10
4	1	shows	8	Human 2	1, 2, 6, 8
4	1	you	12	Human 2	1, 2, 10, 12
3	1	also	5	Human 2	8, 10, 12
3	1	of	4	Human 2	1, 2, 4
3	1	series	9	Human 2	4, 8, 12
3	1	some	5	Human 2	4, 6, 8
2	1	a	4	Human 2	1, 4
2	1	comedy	5	Human 2	2, 6
2	1	drama	3	Human 2	2, 4
2	1	have	3	Human 2	10, 12
2	1	interesting	5	Human 2	6, 10
2	1	is	7	Human 2	4, 10
2	1	which	5	Human 2	8, 12

