Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	i'm phi , the	3	Human 2	7, 9
3	3	i'm phi ,	5	Human 2	5, 7, 9
2	3	today ? <|end|><|assistant|>	3	Human 2	3, 5
4	2	i'm phi	7	Human 2	3, 5, 7, 9
3	2	cute funny	5	Human 2	9, 11, 13
2	2	. how	7	Human 2	5, 11
2	2	assist you	3	Human 2	9, 11
2	2	can i	9	Human 2	3, 11
2	2	certainly !	5	Human 2	11, 15
2	2	do not	3	Human 2	7, 9
2	2	for you	11	Human 2	3, 13
2	2	here are	3	Human 2	13, 15
2	2	i do	5	Human 2	3, 7
2	2	you today	9	Human 2	3, 11
6	1	you	13	Human 2	3, 5, 9, 11, 13, 15
5	1	the	9	Human 2	7, 9, 11, 13, 15
4	1	do	9	Human 2	3, 7, 9, 11
4	1	funny	7	Human 2	9, 11, 13, 15
4	1	here	13	Human 2	3, 5, 13, 15
4	1	i	9	Human 2	3, 7, 9, 11
4	1	i'm	7	Human 2	3, 5, 7, 9
4	1	phi	7	Human 2	3, 5, 7, 9
3	1	and	11	Human 2	3, 11, 13
3	1	can	9	Human 2	3, 9, 11
3	1	certainly	5	Human 2	11, 13, 15
3	1	good	5	Human 2	3, 5, 7
2	1	a	5	Human 2	9, 13
2	1	going	5	Human 2	1, 5
2	1	of	3	Human 2	9, 11
2	1	what	3	Human 2	3, 5
2	1	with	3	Human 2	9, 11

