Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	5	in sapporo , japan .	9	4	1	Human 1	6, 9
3	3	3	have you been	13	3	1	Human 1	12, 13, 14
3	3	3	i live in	7	4	1	Human 1	6, 7, 9
2	2	3	in japan ?	8	2	1	Human 2	7, 8
2	2	3	living in japan	9	2	1	Human 1	8, 9
4	1	2	in japan	11	5	1	Human 2	7, 8, 9, 11
4	1	2	live in	13	8	1	Human 1	6, 7, 9, 13
3	1	2	in sapporo	11	6	1	Human 1	6, 9, 11
3	2	2	japan .	9	6	1	Human 1	6, 9, 11
2	2	2	. i	18	10	1	Human 2	9, 18
2	2	2	do you	17	14	1	Human 1	4, 17
2	2	2	i wish	11	2	1	Human 1	10, 11
2	2	2	like it	17	2	1	Human 1	16, 17
2	2	2	oh wow	13	2	1	Human 1	12, 13
9	4	1	i	6	14	1	Human 2	5, 6, 7, 9, 10, 11, 15, 17, 18
8	2	1	in	15	13	1	Human 1	6, 7, 8, 9, 11, 13, 15, 18
8	4	1	you	5	14	1	Human 1	4, 5, 7, 12, 13, 14, 16, 17
6	6	1	the	12	11	4	Human 2	5, 7, 9, 11, 12, 15
5	2	1	been	15	6	1	Human 1	12, 13, 14, 15, 17
5	1	1	japan	7	6	1	Human 1	6, 7, 8, 9, 11
4	4	1	and	10	9	1	Human 2	9, 10, 11, 17
4	1	1	have	17	6	1	Human 1	12, 13, 14, 17
4	4	1	is	9	6	1	Human 1	6, 9, 10, 11
4	1	1	sapporo	10	6	1	Human 1	6, 9, 10, 11
4	4	1	to	12	15	2	Human 2	3, 7, 12, 17
2	2	1	a	10	4	1	Human 2	7, 10
2	2	1	at	5	4	1	Human 1	2, 5
2	2	1	awesome	14	2	1	Human 2	13, 14
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	just	3	2	1	Human 1	2, 3
2	2	1	my	15	6	1	Human 1	10, 15
2	2	1	that	17	6	1	Human 1	12, 17
2	2	1	work	5	2	1	Human 1	4, 5

