Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	2	roller coaster	7	Human 2	7, 9, 11, 13
3	2	but the	5	Human 2	11, 13, 15
2	2	went on	3	Human 2	11, 13
2	2	you ?	5	Human 2	3, 7
5	1	i	13	Human 2	3, 9, 11, 13, 15
4	1	that	9	Human 2	7, 11, 13, 15
4	1	the	9	Human 2	7, 11, 13, 15
4	1	you	11	Human 2	3, 7, 11, 13
3	1	just	5	Human 2	3, 5, 7
3	1	not	5	Human 2	11, 13, 15
3	1	was	11	Human 2	3, 11, 13
3	1	went	7	Human 2	7, 11, 13
2	1	a	11	Human 2	3, 13
2	1	actually	7	Human 2	7, 13
2	1	at	11	Human 2	3, 13
2	1	did	3	Human 2	13, 15
2	1	park	3	Human 2	7, 9
2	1	to	3	Human 2	5, 7

