Freq.	Size	Surface Form	Spanning	First Speaker	Turns
4	2	mental health	9	Human 2	9, 11, 13, 17
2	2	, but	11	Human 2	7, 17
2	2	how you	5	Human 2	5, 9
2	2	i'm glad	13	Human 2	3, 15
2	2	outlook and	5	Human 2	5, 9
2	2	you think	9	Human 2	7, 15
8	1	and	15	Human 2	3, 5, 7, 9, 11, 13, 15, 17
7	1	you	15	Human 2	1, 3, 5, 7, 9, 11, 15
5	1	a	11	Human 2	3, 5, 9, 11, 13
5	1	mental	9	Human 2	9, 11, 13, 15, 17
4	1	can	11	Human 2	5, 7, 9, 15
4	1	how	7	Human 2	5, 7, 9, 11
4	1	to	15	Human 2	3, 11, 15, 17
4	1	with	15	Human 2	3, 7, 11, 17
3	1	i'm	13	Human 2	3, 7, 15
3	1	life	11	Human 2	3, 9, 13
3	1	the	11	Human 2	1, 7, 11
3	1	this	11	Human 2	1, 7, 11
2	1	are	9	Human 2	5, 13
2	1	be	7	Human 2	7, 13
2	1	for	9	Human 2	5, 13
2	1	had	15	Human 2	3, 17
2	1	help	5	Human 2	7, 11
2	1	idea	5	Human 2	7, 11
2	1	in	3	Human 2	3, 5
2	1	not	5	Human 2	13, 17
2	1	while	11	Human 2	3, 13
2	1	work	5	Human 2	3, 7

