Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	it's not always easy to	5	Human 2	7, 11
2	2	, especially	3	Human 2	5, 7
2	2	. it	5	Human 2	5, 9
2	2	find the	3	Human 2	11, 13
2	2	involved in	3	Human 2	5, 7
2	2	it might	5	Human 2	9, 13
2	2	they are	3	Human 2	5, 7
2	2	though .	3	Human 2	9, 11
2	2	to have	5	Human 2	9, 13
5	1	to	11	Human 2	3, 7, 9, 11, 13
4	1	with	7	Human 2	3, 5, 7, 9
3	1	all	5	Human 2	9, 11, 13
3	1	and	11	Human 2	3, 9, 13
3	1	be	7	Human 2	3, 5, 9
3	1	involved	5	Human 2	5, 7, 9
3	1	not	5	Human 2	7, 9, 11
3	1	the	5	Human 2	9, 11, 13
2	1	a	9	Human 2	5, 13
2	1	balance	3	Human 2	11, 13
2	1	difficult	3	Human 2	5, 7
2	1	everyone	5	Human 2	9, 13
2	1	help	11	Human 2	3, 13
2	1	i	3	Human 2	5, 7
2	1	i'm	5	Human 2	9, 13
2	1	is	5	Human 2	5, 9
2	1	when	3	Human 2	5, 7

