Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	2	been going	5	2	1	Human 1	4, 5
9	9	1	you	5	14	1	Human 1	2, 5, 7, 9, 11, 12, 13, 14, 15
7	7	1	the	7	10	1	Human 1	6, 7, 9, 11, 13, 14, 15
5	3	1	going	4	14	1	Human 2	1, 4, 5, 7, 14
5	5	1	with	7	10	1	Human 1	6, 7, 11, 13, 15
4	4	1	funny	9	8	1	Human 1	8, 9, 13, 15
3	3	1	how	5	4	1	Human 1	4, 5, 7
3	3	1	that	5	12	1	Human 1	4, 5, 15
3	3	1	to	12	12	1	Human 2	3, 12, 14
2	2	1	about	7	2	1	Human 1	6, 7
2	2	1	are	15	2	1	Human 1	14, 15
2	2	1	coming	15	4	1	Human 1	12, 15
2	2	1	far	13	2	1	Human 1	12, 13
2	2	1	for	15	4	1	Human 1	12, 15
2	2	1	from	13	4	1	Human 1	10, 13
2	2	1	get	7	2	1	Human 1	6, 7
2	2	1	has	5	2	1	Human 1	4, 5
2	2	1	no	12	6	1	Human 2	7, 12
2	2	1	paddle	7	2	1	Human 1	6, 7
2	2	1	so	12	10	1	Human 2	3, 12
2	2	1	though	13	2	1	Human 1	12, 13
2	2	1	visit	13	2	1	Human 1	12, 13
2	2	1	what	11	6	1	Human 1	6, 11

