Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	does have a	3	Human 2	7, 9
2	3	the lotus flower	3	Human 2	5, 7
2	2	! i	9	Human 2	3, 11
2	2	, i	3	Human 2	3, 5
2	2	flower person	5	Human 2	9, 13
2	2	i'm not	3	Human 2	7, 9
2	2	the flower	3	Human 2	9, 11
5	1	the	9	Human 2	5, 7, 9, 11, 13
3	1	and	5	Human 2	9, 11, 13
3	1	have	5	Human 2	5, 7, 9
3	1	i	9	Human 2	3, 5, 11
3	1	i'm	5	Human 2	5, 7, 9
3	1	it	5	Human 2	7, 9, 11
3	1	you	9	Human 2	5, 9, 13
2	1	did	3	Human 2	11, 13
2	1	has	3	Human 2	5, 7
2	1	with	3	Human 2	11, 13

