Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	what do you	7	Human 2	9, 13, 15
3	2	. what	11	Human 2	3, 7, 13
3	2	you like	7	Human 2	9, 11, 15
6	1	you	15	Human 2	1, 7, 9, 11, 13, 15
4	1	like	9	Human 2	7, 9, 11, 15
4	1	some	7	Human 2	9, 11, 13, 15
3	1	a	7	Human 2	3, 5, 9
3	1	and	7	Human 2	7, 11, 13
3	1	good	11	Human 2	1, 3, 11
3	1	have	9	Human 2	1, 5, 9
3	1	movie	9	Human 2	3, 9, 11
2	1	about	3	Human 2	7, 9
2	1	avatar	3	Human 2	3, 5
2	1	baking	5	Human 2	11, 15
2	1	i	3	Human 2	5, 7
2	1	i'm	9	Human 2	3, 11
2	1	it	9	Human 2	5, 13
2	1	movies	3	Human 2	1, 3
2	1	to	11	Human 2	5, 15

