Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	how are you doing today	5	Human 2	1, 5
3	3	how are you	5	Human 2	1, 3, 5
2	2	. it's	3	Human 2	7, 9
2	2	haha .	9	Human 2	7, 15
2	2	hot chocolate	5	Human 2	7, 11
2	2	i like	3	Human 2	9, 11
2	2	i love	9	Human 2	7, 15
2	2	kind of	3	Human 2	9, 11
6	1	you	15	Human 2	1, 3, 5, 11, 13, 15
5	1	i	13	Human 2	3, 7, 9, 11, 15
4	1	and	7	Human 2	9, 11, 13, 15
4	1	are	13	Human 2	1, 3, 5, 13
4	1	cold	7	Human 2	9, 11, 13, 15
4	1	doing	11	Human 2	1, 3, 5, 11
4	1	hot	7	Human 2	7, 9, 11, 13
3	1	but	5	Human 2	7, 9, 11
3	1	chocolate	5	Human 2	7, 9, 11
3	1	coffee	5	Human 2	5, 7, 9
3	1	great	5	Human 2	3, 5, 7
3	1	have	5	Human 2	11, 13, 15
3	1	i'm	9	Human 2	3, 5, 11
3	1	in	7	Human 2	7, 9, 13
3	1	like	5	Human 2	9, 11, 13
3	1	to	5	Human 2	11, 13, 15
3	1	too	5	Human 2	7, 9, 11
2	1	done	9	Human 2	3, 11
2	1	drinking	3	Human 2	7, 9
2	1	is	3	Human 2	7, 9
2	1	it	5	Human 2	11, 15
2	1	lol	3	Human 2	11, 13
2	1	my	5	Human 2	3, 7
2	1	that	3	Human 2	11, 13
2	1	that's	7	Human 2	9, 15
2	1	the	7	Human 2	9, 15

