Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	2	. it's	11	7	1	Human 1	6, 11, 12
3	3	2	1-2 months	13	4	1	Human 1	12, 13, 15
3	3	2	training sessions	13	4	1	Human 1	12, 13, 15
2	2	2	a good	15	4	1	Human 1	12, 15
2	2	2	like doing	11	6	1	Human 1	6, 11
2	2	2	sign up	11	2	1	Human 1	10, 11
2	2	2	spartan race	7	2	1	Human 1	6, 7
7	7	1	you	7	12	1	Human 1	4, 7, 9, 12, 13, 14, 15
6	6	1	and	7	10	1	Human 1	6, 7, 9, 11, 13, 15
6	5	1	like	7	8	1	Human 1	6, 7, 8, 9, 11, 13
5	4	1	a	12	13	2	Human 2	3, 7, 12, 14, 15
5	5	1	any	3	14	1	Human 1	2, 3, 4, 5, 15
5	5	1	for	11	6	1	Human 1	10, 11, 13, 14, 15
5	5	1	i	4	13	1	Human 2	3, 4, 5, 6, 15
5	2	1	it's	9	8	1	Human 1	6, 9, 11, 12, 13
5	5	1	the	11	12	1	Human 1	4, 11, 12, 13, 15
4	4	1	can	12	5	1	Human 2	11, 12, 13, 15
4	1	1	months	13	12	2	Human 1	4, 12, 13, 15
4	3	1	race	7	8	1	Human 1	6, 7, 11, 13
4	2	1	training	14	4	1	Human 1	12, 13, 14, 15
3	3	1	an	6	4	2	Human 2	3, 5, 6
3	3	1	challenging	7	4	1	Human 1	6, 7, 9
3	1	1	doing	7	6	1	Human 1	6, 7, 11
3	3	1	its	11	4	2	Human 1	8, 10, 11
3	3	1	next	13	5	1	Human 1	10, 13, 14
3	3	1	not	11	8	1	Human 1	6, 11, 13
3	3	1	obstacle	7	4	1	Human 1	6, 7, 9
3	3	1	to	7	6	1	Human 1	4, 7, 9
3	3	1	will	14	3	1	Human 2	13, 14, 15
2	2	1	about	12	4	1	Human 2	9, 12
2	2	1	but	11	6	1	Human 1	6, 11
2	2	1	do	9	6	1	Human 1	4, 9
2	2	1	events	5	2	1	Human 1	4, 5
2	2	1	fun	9	2	1	Human 1	8, 9
2	2	1	marathon	3	2	1	Human 1	2, 3
2	2	1	obstacles	11	4	1	Human 1	8, 11
2	2	1	of	12	2	1	Human 2	11, 12
2	2	1	one	11	2	1	Human 1	10, 11
2	2	1	planning	15	12	1	Human 1	4, 15
2	2	1	so	6	4	1	Human 2	3, 6
2	2	1	sporting	5	2	1	Human 1	4, 5
2	2	1	with	15	2	1	Human 1	14, 15
2	2	1	workout	15	4	1	Human 1	12, 15

