Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	thanks for asking	3	2	1	Human 1	2, 3
2	2	2	christmas tree	17	8	1	Human 1	10, 17
2	2	2	i have	11	4	1	Human 1	8, 11
2	2	2	set up	11	2	1	Human 1	10, 11
2	2	2	tree .	18	4	1	Human 2	15, 18
9	7	1	for	2	12	1	Human 2	1, 2, 3, 4, 5, 6, 8, 11, 12
9	8	1	i	7	15	2	Human 1	4, 6, 7, 8, 9, 11, 12, 14, 18
8	8	1	the	4	14	1	Human 2	1, 4, 5, 6, 8, 11, 12, 14
6	6	1	a	11	15	2	Human 1	4, 6, 11, 12, 14, 18
6	2	1	tree	15	9	3	Human 1	10, 12, 14, 15, 17, 18
5	5	1	and	5	11	1	Human 1	4, 5, 10, 11, 14
4	4	1	but	9	9	2	Human 1	6, 8, 9, 14
4	2	1	christmas	11	8	1	Human 1	10, 11, 14, 17
4	4	1	holidays	11	8	3	Human 1	4, 6, 8, 11
4	4	1	just	5	11	1	Human 1	4, 5, 9, 14
4	4	1	to	5	11	1	Human 1	4, 5, 6, 14
4	4	1	too	9	8	1	Human 1	8, 9, 11, 15
3	3	1	bad	5	6	1	Human 1	4, 5, 9
3	3	1	going	4	5	1	Human 2	1, 4, 5
3	1	1	have	16	9	1	Human 1	8, 11, 16
3	3	1	not	14	11	1	Human 2	5, 14, 15
3	3	1	oh	14	14	2	Human 2	1, 9, 14
3	3	1	stay	9	6	2	Human 1	4, 6, 9
3	3	1	you	5	15	1	Human 1	4, 5, 18
2	2	1	also	11	4	1	Human 1	8, 11
2	2	1	come	11	4	1	Human 1	8, 11
2	2	1	day	2	2	1	Human 2	1, 2
2	2	1	festive	11	2	1	Human 1	10, 11
2	2	1	happy	13	8	1	Human 1	6, 13
2	2	1	i'm	11	6	1	Human 1	6, 11
2	2	1	it	15	2	1	Human 1	14, 15
2	2	1	sick	5	2	1	Human 1	4, 5
2	2	1	some	11	2	1	Human 1	10, 11
2	2	1	store	17	2	1	Human 1	16, 17
2	2	1	that's	9	2	1	Human 1	8, 9
2	2	1	thing	14	4	1	Human 2	11, 14
2	2	1	trees	15	2	1	Human 1	14, 15
2	1	1	up	11	2	1	Human 1	10, 11

