Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	easy to flip over	13	2	1	Human 1	12, 13
2	2	2	what game	7	4	1	Human 1	4, 7
5	5	1	it	13	14	3	Human 1	2, 8, 12, 13, 15
5	3	1	what	8	12	1	Human 1	4, 7, 8, 11, 15
4	4	1	football	9	8	1	Human 1	6, 9, 11, 13
3	3	1	actually	13	4	1	Human 1	12, 13, 15
3	3	1	going	5	12	1	Human 1	2, 5, 13
3	3	1	gonna	11	3	1	Human 1	10, 11, 12
3	3	1	i'm	11	6	1	Human 1	10, 11, 15
3	3	1	is	13	6	2	Human 1	8, 12, 13
3	3	1	that's	13	10	1	Human 1	6, 13, 15
2	2	1	right	13	8	1	Human 1	6, 13

