Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	been to the us	13	2	1	Human 1	12, 13
2	2	3	living in japan	9	2	1	Human 1	8, 9
4	4	2	do you	4	9	1	Human 2	3, 4, 9, 11
3	1	2	living in	13	6	1	Human 1	8, 9, 13
2	2	2	is a	10	4	1	Human 2	7, 10
2	2	2	mountain view	7	2	1	Human 1	6, 7
8	4	1	you	5	14	1	Human 2	3, 4, 5, 9, 11, 12, 14, 16
7	4	1	in	7	13	1	Human 1	6, 7, 8, 9, 11, 13, 18
6	6	1	and	10	13	2	Human 2	5, 9, 10, 11, 13, 17
6	6	1	have	12	12	3	Human 2	3, 9, 11, 12, 13, 14
6	6	1	i	6	14	1	Human 2	5, 6, 10, 13, 17, 18
5	3	1	the	12	15	2	Human 2	3, 9, 12, 13, 17
4	2	1	a	10	7	2	Human 2	5, 7, 10, 11
4	3	1	is	7	5	1	Human 1	6, 7, 9, 10
4	4	1	where	7	11	2	Human 1	4, 6, 7, 14
3	1	1	been	14	3	1	Human 1	12, 13, 14
3	1	1	japan	9	4	2	Human 1	6, 8, 9
3	3	1	like	16	12	2	Human 2	5, 11, 16
3	3	1	my	10	7	1	Human 2	7, 10, 13
2	2	1	beer	11	2	1	Human 1	10, 11
2	2	1	city	18	12	1	Human 2	7, 18
2	2	1	favorite	11	2	1	Human 1	10, 11
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	it	17	2	1	Human 1	16, 17
2	2	1	ramen	11	2	1	Human 1	10, 11
2	2	1	that	12	8	1	Human 2	5, 12
2	2	1	work	5	2	1	Human 1	4, 5

