Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	texts from everyone	9	2	1	Human 1	8, 9
2	2	2	. but	9	6	1	Human 1	4, 9
2	2	2	. it's	10	6	1	Human 2	5, 10
2	2	2	feel like	11	8	1	Human 1	4, 11
2	2	2	to help	3	2	1	Human 1	2, 3
9	9	1	the	4	11	1	Human 2	3, 4, 5, 6, 7, 9, 10, 11, 13
7	5	1	but	5	10	1	Human 1	4, 5, 7, 9, 10, 11, 13
7	7	1	i'm	12	11	5	Human 2	3, 5, 7, 9, 11, 12, 13
6	6	1	a	5	10	2	Human 1	2, 4, 5, 7, 10, 11
6	6	1	i	5	8	2	Human 1	2, 4, 5, 6, 7, 9
6	6	1	not	5	10	1	Human 1	4, 5, 7, 9, 11, 13
6	5	1	to	3	9	1	Human 1	2, 3, 4, 6, 7, 10
5	3	1	like	7	10	2	Human 1	4, 6, 7, 11, 13
4	4	1	are	4	11	1	Human 2	3, 4, 5, 13
4	2	1	feel	4	9	1	Human 2	3, 4, 9, 11
3	3	1	balance	11	4	1	Human 1	10, 11, 13
3	3	1	for	7	4	2	Human 1	4, 6, 7
3	1	1	from	11	4	1	Human 1	8, 9, 11
3	3	1	good	11	8	2	Human 1	4, 6, 11
3	2	1	it's	10	7	1	Human 2	5, 10, 11
3	3	1	lol	11	7	1	Human 1	6, 11, 12
3	3	1	that	11	4	1	Human 1	10, 11, 13
3	3	1	what	10	9	1	Human 2	3, 10, 11
2	2	1	advice	7	2	1	Human 1	6, 7
2	2	1	because	5	2	1	Human 1	4, 5
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	might	11	6	1	Human 1	6, 11
2	2	1	often	13	4	1	Human 1	10, 13
2	2	1	okay	3	2	1	Human 1	2, 3
2	2	1	person	5	2	1	Human 1	4, 5
2	2	1	pondering	3	2	1	Human 1	2, 3
2	2	1	scenario	3	2	1	Human 1	2, 3
2	2	1	single	13	2	1	Human 1	12, 13
2	2	1	someone	11	10	1	Human 1	2, 11
2	2	1	they	6	2	1	Human 2	5, 6

