Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	skiing and ice slamming	5	Human 2	5, 9
2	3	from high school	3	Human 2	7, 9
2	3	high school french	3	Human 2	9, 11
3	2	you know	7	Human 2	7, 11, 13
2	2	did you	9	Human 2	3, 11
2	2	i can't	3	Human 2	13, 15
2	2	i've got	3	Human 2	9, 11
2	2	that sounds	3	Human 2	3, 5
6	1	you	13	Human 2	1, 3, 7, 9, 11, 13
5	1	but	11	Human 2	5, 9, 11, 13, 15
5	1	from	9	Human 2	5, 7, 9, 11, 13
4	1	and	11	Human 2	3, 5, 9, 13
4	1	that	7	Human 2	3, 5, 7, 9
3	1	french	5	Human 2	7, 9, 11
3	1	just	9	Human 2	5, 9, 13
3	1	skiing	7	Human 2	3, 5, 9
3	1	the	5	Human 2	11, 13, 15
2	1	a	3	Human 2	3, 5
2	1	cool	3	Human 2	11, 13
2	1	covered	3	Human 2	9, 11
2	1	great	5	Human 2	3, 7
2	1	is	9	Human 2	3, 11
2	1	skating	3	Human 2	11, 13
2	1	some	5	Human 2	3, 7

