Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	i have	3	Human 2	5, 7
2	2	i'm just	9	Human 2	3, 11
2	2	just doing	7	Human 2	3, 9
2	2	sound like	3	Human 2	11, 13
2	2	you have	3	Human 2	13, 15
7	1	you	15	Human 2	1, 5, 7, 9, 11, 13, 15
5	1	have	11	Human 2	5, 7, 9, 13, 15
5	1	i	11	Human 2	5, 7, 9, 11, 15
4	1	today	7	Human 2	3, 5, 7, 9
3	1	and	11	Human 2	5, 9, 15
3	1	for	5	Human 2	5, 7, 9
3	1	lunch	5	Human 2	5, 7, 9
3	1	that	5	Human 2	7, 9, 11
3	1	the	5	Human 2	5, 7, 9
3	1	was	5	Human 2	5, 7, 9
2	1	a	7	Human 2	5, 11
2	1	are	5	Human 2	1, 5
2	1	fishing	3	Human 2	13, 15
2	1	good	3	Human 2	5, 7
2	1	great	5	Human 2	7, 11
2	1	hard	5	Human 2	9, 13
2	1	no	7	Human 2	3, 9
2	1	yeah	9	Human 2	5, 13

