Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	it has been	3	Human 2	3, 5
3	2	i work	7	Human 2	7, 9, 13
2	2	. i	3	Human 2	9, 11
2	2	get home	3	Human 2	7, 9
2	2	this weekend	3	Human 2	7, 9
2	2	work from	3	Human 2	11, 13
5	1	i	11	Human 2	3, 7, 9, 11, 13
4	1	work	7	Human 2	7, 9, 11, 13
3	1	a	7	Human 2	3, 7, 9
3	1	the	13	Human 2	1, 9, 13
3	1	this	7	Human 2	3, 7, 9
3	1	weekend	9	Human 2	1, 7, 9
2	1	and	3	Human 2	5, 7
2	1	are	3	Human 2	5, 7
2	1	area	11	Human 2	3, 13
2	1	be	5	Human 2	9, 13
2	1	but	11	Human 2	3, 13
2	1	can	3	Human 2	7, 9
2	1	do	5	Human 2	7, 11
2	1	great	5	Human 2	5, 9
2	1	here	3	Human 2	11, 13
2	1	home	3	Human 2	7, 9
2	1	in	5	Human 2	3, 7
2	1	not	5	Human 2	3, 7
2	1	school	3	Human 2	9, 11
2	1	soon	3	Human 2	7, 9
2	1	to	3	Human 2	9, 11
2	1	very	3	Human 2	5, 7
2	1	you	3	Human 2	5, 7

