Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	i'm just an ai and do not have	3	Human 2	3, 5
2	6	cooking classes can be a great	5	Human 2	7, 11
2	4	. you may try	3	Human 2	11, 13
2	3	a human ,	3	Human 2	3, 5
3	2	cooking classes	5	Human 2	7, 9, 11
2	2	have the	5	Human 2	3, 7
2	2	like a	5	Human 2	5, 9
6	1	a	11	Human 2	3, 5, 7, 9, 11, 13
6	1	and	11	Human 2	3, 5, 7, 9, 11, 13
5	1	you	9	Human 2	5, 7, 9, 11, 13
4	1	can	9	Human 2	5, 7, 11, 13
4	1	cooking	7	Human 2	7, 9, 11, 13
4	1	the	9	Human 2	3, 7, 9, 11
3	1	i	5	Human 2	3, 5, 7
2	1	as	9	Human 2	3, 11
2	1	experience	7	Human 2	3, 9
2	1	for	3	Human 2	11, 13
2	1	learn	3	Human 2	7, 9
2	1	not	3	Human 2	3, 5
2	1	on	3	Human 2	3, 5
2	1	or	3	Human 2	3, 5
2	1	to	5	Human 2	3, 7
2	1	with	9	Human 2	5, 13

