Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	. i	5	Human 2	7, 11
2	2	going to	7	Human 2	3, 9
2	2	i love	3	Human 2	11, 13
2	2	i think	3	Human 2	7, 9
2	2	you are	7	Human 2	9, 15
5	1	i	9	Human 2	7, 9, 11, 13, 15
5	1	the	13	Human 2	3, 7, 9, 11, 15
5	1	to	13	Human 2	3, 7, 9, 13, 15
4	1	you	11	Human 2	5, 7, 9, 15
3	1	a	5	Human 2	7, 9, 11
3	1	are	7	Human 2	9, 13, 15
3	1	love	5	Human 2	9, 11, 13
3	1	one	9	Human 2	7, 9, 15
3	1	what	11	Human 2	5, 7, 15
2	1	but	3	Human 2	11, 13
2	1	hi	3	Human 2	3, 5
2	1	is	7	Human 2	9, 15
2	1	music	5	Human 2	7, 11
2	1	them	3	Human 2	13, 15

