Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	the best suit	13	2	1	Human 1	12, 13
3	3	2	for the	11	4	1	Human 1	10, 11, 13
2	2	2	thanksgiving is	6	2	1	Human 2	5, 6
2	2	2	the pie	7	2	1	Human 1	6, 7
2	2	2	with the	9	4	1	Human 1	6, 9
2	2	2	would be	13	6	1	Human 1	8, 13
11	5	1	the	6	13	3	Human 2	1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13
9	6	1	for	5	10	1	Human 1	4, 5, 7, 8, 9, 10, 11, 12, 13
8	8	1	i	3	13	1	Human 1	2, 3, 5, 6, 8, 10, 12, 14
6	6	1	you	5	13	2	Human 1	2, 4, 5, 6, 12, 14
5	5	1	and	10	7	2	Human 2	7, 9, 10, 11, 13
5	3	1	pie	5	6	1	Human 1	4, 5, 6, 7, 9
5	3	1	with	7	9	1	Human 1	6, 7, 9, 11, 14
4	4	1	a	10	8	2	Human 2	5, 9, 10, 12
4	4	1	about	2	7	1	Human 2	1, 2, 6, 7
4	4	1	have	3	8	1	Human 1	2, 3, 5, 9
4	4	1	shopping	5	12	1	Human 1	2, 5, 11, 13
4	2	1	thanksgiving	5	5	2	Human 1	2, 4, 5, 6
4	4	1	that	11	4	1	Human 1	10, 11, 12, 13
3	3	1	excitement	9	6	1	Human 1	8, 9, 13
3	3	1	great	5	8	1	Human 1	4, 5, 11
3	3	1	here	3	6	1	Human 1	2, 3, 7
3	3	1	not	7	6	1	Human 1	4, 7, 9
3	3	1	plans	3	10	1	Human 1	2, 3, 11
3	3	1	research	11	4	1	Human 1	10, 11, 13
3	3	1	sharing	7	4	1	Human 1	6, 7, 9
3	3	1	some	11	5	1	Human 1	10, 11, 14
3	3	1	to	5	6	1	Human 1	2, 5, 7
3	1	1	would	9	6	1	Human 1	8, 9, 13
2	2	1	any	7	6	1	Human 1	2, 7
2	2	1	are	11	10	1	Human 1	2, 11
2	2	1	christmas	9	2	1	Human 1	8, 9
2	2	1	family	7	2	1	Human 1	6, 7
2	2	1	need	5	2	1	Human 1	4, 5
2	2	1	of	9	8	1	Human 1	2, 9
2	2	1	plan	5	4	1	Human 1	2, 5
2	2	1	price	13	2	1	Human 1	12, 13
2	2	1	true	11	6	1	Human 1	6, 11
2	2	1	whole	9	4	1	Human 1	6, 9
2	2	1	wonder	9	2	1	Human 1	8, 9

