Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
5	5	2	i don't	3	12	1	Human 1	2, 3, 5, 9, 13
3	3	2	. i	8	5	1	Human 2	5, 8, 9
3	3	2	have a	13	12	2	Human 1	2, 8, 13
2	2	2	a cardiologist	9	2	1	Human 1	8, 9
9	3	1	i	2	13	1	Human 2	1, 2, 3, 5, 7, 8, 9, 10, 13
8	8	1	i'm	8	11	3	Human 2	3, 5, 7, 8, 9, 10, 11, 13
8	8	1	you	2	11	1	Human 2	1, 2, 3, 5, 6, 7, 8, 11
6	2	1	a	7	12	1	Human 1	2, 7, 8, 9, 12, 13
6	3	1	have	3	12	1	Human 1	2, 3, 5, 8, 9, 13
6	6	1	the	3	12	1	Human 1	2, 3, 5, 9, 11, 13
5	5	1	to	12	10	4	Human 2	3, 5, 7, 11, 12
3	3	1	recall	3	4	1	Human 1	2, 3, 5
2	2	1	but	12	6	1	Human 2	7, 12
2	2	1	dance	5	2	1	Human 1	4, 5
2	2	1	in	13	6	1	Human 1	8, 13
2	2	1	job	13	2	1	Human 1	12, 13
2	2	1	met	2	2	1	Human 2	1, 2
2	2	1	of	9	8	1	Human 1	2, 9
2	2	1	sense	13	12	1	Human 1	2, 13

