Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	8	buy some traditional turkish clothes and souvenirs for	3	Human 2	11, 13
2	3	friends and family	3	Human 2	11, 13
2	3	is a great	5	Human 2	5, 9
4	1	and	9	Human 2	5, 9, 11, 13
4	1	are	7	Human 2	1, 3, 5, 7
4	1	great	7	Human 2	3, 5, 7, 9
3	1	a	5	Human 2	5, 7, 9
3	1	for	9	Human 2	5, 11, 13
3	1	is	5	Human 2	5, 7, 9
3	1	that	7	Human 2	3, 7, 9
3	1	to	9	Human 2	3, 9, 11
3	1	traditional	5	Human 2	9, 11, 13
3	1	you	13	Human 2	1, 3, 13
2	1	i	3	Human 2	9, 11
2	1	it's	7	Human 2	3, 9
2	1	some	3	Human 2	11, 13
2	1	there	3	Human 2	5, 7
2	1	turkey	5	Human 2	5, 9
2	1	with	3	Human 2	3, 5
2	1	you're	3	Human 2	3, 5

