Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	9	haha are you looking forward to the weekend ?	9	6	1	Human 1	4, 9
2	2	5	are you going to watch	9	4	1	Human 1	6, 9
2	2	3	jiu jitsu tournament	15	6	1	Human 1	10, 15
2	2	3	not pass out	15	2	1	Human 1	14, 15
4	2	2	going to	7	6	1	Human 1	6, 7, 9, 11
3	3	2	i will	15	6	2	Human 1	10, 14, 15
3	1	2	the weekend	5	6	1	Human 1	4, 5, 9
3	3	2	this weekend	11	4	1	Human 1	10, 11, 13
2	2	2	, the	8	4	1	Human 2	5, 8
2	2	2	. i'm	12	8	1	Human 2	5, 12
2	2	2	do not	14	12	1	Human 2	3, 14
2	2	2	the ufc	11	2	1	Human 1	10, 11
9	4	1	the	7	12	1	Human 1	4, 5, 7, 8, 9, 10, 11, 13, 15
8	5	1	you	4	9	1	Human 2	3, 4, 5, 6, 7, 9, 10, 11
7	6	1	i	10	13	2	Human 2	3, 9, 10, 12, 13, 14, 15
6	6	1	can	8	9	3	Human 2	3, 5, 7, 8, 9, 11
6	4	1	haha	9	12	2	Human 1	4, 8, 9, 10, 13, 15
6	6	1	live	7	8	1	Human 1	6, 7, 8, 9, 11, 13
6	1	1	to	5	8	1	Human 1	4, 5, 6, 7, 9, 11
5	1	1	going	7	10	2	Human 1	2, 6, 7, 9, 11
4	4	1	and	12	13	1	Human 2	3, 12, 13, 15
4	1	1	are	7	6	2	Human 1	4, 6, 7, 9
4	4	1	have	10	13	1	Human 2	3, 10, 13, 15
4	1	1	not	14	13	2	Human 2	3, 5, 14, 15
4	2	1	out	13	4	1	Human 1	12, 13, 14, 15
4	3	1	watch	7	6	1	Human 1	6, 7, 9, 11
4	1	1	will	11	6	1	Human 1	10, 11, 14, 15
3	3	1	be	11	4	2	Human 1	8, 10, 11
3	3	1	but	13	4	1	Human 1	12, 13, 15
3	3	1	fun	13	8	1	Human 1	8, 13, 15
3	1	1	i'm	12	10	2	Human 2	3, 5, 12
3	3	1	it	15	10	2	Human 1	6, 8, 15
3	1	1	jiu	13	6	1	Human 1	10, 13, 15
3	3	1	just	12	11	1	Human 2	3, 12, 13
3	3	1	sharks	9	4	1	Human 1	8, 9, 11
3	3	1	still	13	4	1	Human 1	12, 13, 15
3	1	1	tournament	13	6	1	Human 1	10, 13, 15
3	3	1	training	13	6	1	Human 1	10, 13, 15
3	3	1	try	13	4	1	Human 1	12, 13, 15
3	3	1	year	13	4	1	Human 1	12, 13, 15
2	2	1	amateur	13	2	1	Human 1	12, 13
2	2	1	as	14	10	1	Human 2	5, 14
2	2	1	been	13	2	1	Human 1	12, 13
2	2	1	competing	13	2	1	Human 1	12, 13
2	2	1	give	15	4	1	Human 1	12, 15
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	it's	13	2	1	Human 1	12, 13
2	2	1	like	11	2	1	Human 1	10, 11
2	2	1	long	15	2	1	Human 1	14, 15
2	2	1	or	6	4	1	Human 2	3, 6
2	2	1	over	13	2	1	Human 1	12, 13
2	2	1	so	11	2	1	Human 1	10, 11
2	2	1	there	12	12	1	Human 2	1, 12
2	2	1	up	10	4	1	Human 2	7, 10
2	2	1	wow	11	6	1	Human 1	6, 11
2	2	1	yeah	15	2	1	Human 1	14, 15
2	2	1	your	7	6	1	Human 1	2, 7

