Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	4	, so i don't	3	Human 2	5, 7
3	3	i'm phi ,	5	Human 2	5, 7, 9
4	2	i'm phi	9	Human 2	5, 7, 9, 13
3	2	i don't	5	Human 2	3, 5, 7
2	2	, i	3	Human 2	3, 5
2	2	. however	7	Human 2	5, 11
2	2	. it's	5	Human 2	9, 13
2	2	that you	3	Human 2	9, 11
6	1	you	11	Human 2	1, 3, 5, 7, 9, 11
5	1	i'm	11	Human 2	3, 5, 7, 9, 13
4	1	and	9	Human 2	7, 11, 13, 15
4	1	for	13	Human 2	3, 9, 11, 15
4	1	have	13	Human 2	3, 9, 13, 15
4	1	like	9	Human 2	5, 7, 9, 13
4	1	phi	9	Human 2	5, 7, 9, 13
3	1	a	5	Human 2	11, 13, 15
3	1	doing	13	Human 2	1, 3, 13
3	1	i	5	Human 2	3, 5, 7
3	1	it's	5	Human 2	9, 11, 13
3	1	that	7	Human 2	9, 11, 15
2	1	an	3	Human 2	3, 5
2	1	chocolate	3	Human 2	7, 9
2	1	enjoy	5	Human 2	9, 13
2	1	great	7	Human 2	9, 15
2	1	hot	3	Human 2	7, 9
2	1	people	3	Human 2	11, 13
2	1	you're	3	Human 2	13, 15

