Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	for christmas then	9	2	1	Human 1	8, 9
2	2	3	for pumpkin pie	5	2	1	Human 1	4, 5
2	2	3	that may scare	13	2	1	Human 1	12, 13
4	2	2	pumpkin pie	7	6	1	Human 1	4, 5, 7, 9
3	3	2	for the	10	7	1	Human 2	7, 10, 13
2	2	2	i bought	13	2	1	Human 1	12, 13
2	2	2	i think	13	8	1	Human 1	6, 13
2	2	2	the best	13	2	1	Human 1	12, 13
2	2	2	with you	14	8	1	Human 2	7, 14
9	6	1	i	3	13	1	Human 1	2, 3, 6, 8, 9, 10, 12, 13, 14
8	2	1	for	5	10	1	Human 1	4, 5, 7, 8, 9, 10, 12, 13
8	4	1	the	6	13	2	Human 2	1, 3, 6, 7, 8, 10, 12, 13
7	5	1	you	7	13	3	Human 1	2, 4, 6, 7, 9, 12, 14
5	1	1	pie	6	6	1	Human 1	4, 5, 6, 7, 9
4	1	1	pumpkin	7	6	1	Human 1	4, 5, 7, 9
4	4	1	thanksgiving	5	5	2	Human 1	2, 4, 5, 6
4	2	1	that	10	5	1	Human 2	9, 10, 12, 13
3	3	1	a	10	8	1	Human 2	5, 10, 12
3	3	1	about	2	6	1	Human 2	1, 2, 6
3	3	1	and	10	7	1	Human 2	7, 10, 13
3	1	1	christmas	8	5	1	Human 2	5, 8, 9
3	1	1	may	13	8	2	Human 1	6, 12, 13
3	1	1	with	7	9	1	Human 1	6, 7, 14
2	2	1	family	7	2	1	Human 1	6, 7
2	2	1	great	5	2	1	Human 1	4, 5
2	2	1	has	10	6	1	Human 2	5, 10
2	2	1	have	3	2	1	Human 1	2, 3
2	2	1	is	6	2	1	Human 2	5, 6
2	2	1	price	13	2	1	Human 1	12, 13
2	2	1	to	3	2	1	Human 1	2, 3
2	2	1	would	9	2	1	Human 1	8, 9

