Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	this long time	3	Human 2	7, 9
2	3	you had been	3	Human 2	7, 9
3	2	you had	5	Human 2	5, 7, 9
2	2	do you	7	Human 2	3, 9
2	2	it was	3	Human 2	7, 9
2	2	the last	9	Human 2	5, 13
6	1	you	13	Human 2	3, 5, 7, 9, 13, 15
5	1	like	9	Human 2	5, 7, 9, 11, 13
4	1	the	9	Human 2	5, 7, 9, 13
4	1	time	11	Human 2	5, 7, 9, 15
4	1	was	7	Human 2	5, 7, 9, 11
3	1	been	7	Human 2	7, 9, 13
3	1	do	7	Human 2	3, 5, 9
3	1	that	5	Human 2	11, 13, 15
3	1	this	5	Human 2	5, 7, 9
2	1	friend	3	Human 2	5, 7
2	1	fun	7	Human 2	5, 11
2	1	i	7	Human 2	7, 13
2	1	try	3	Human 2	13, 15

