Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	2	christmas .	7	Human 2	7, 13
2	2	it would	5	Human 2	7, 11
2	2	the best	5	Human 2	3, 7
7	1	the	13	Human 2	3, 5, 7, 9, 11, 13, 15
5	1	for	9	Human 2	3, 5, 7, 9, 11
5	1	would	13	Human 2	3, 5, 7, 11, 15
5	1	you	15	Human 2	1, 3, 11, 13, 15
4	1	but	9	Human 2	5, 9, 11, 13
4	1	christmas	9	Human 2	5, 7, 11, 13
4	1	i	13	Human 2	3, 7, 9, 15
4	1	that	7	Human 2	9, 11, 13, 15
3	1	be	9	Human 2	7, 11, 15
3	1	can	5	Human 2	9, 11, 13
3	1	disneyland	9	Human 2	3, 7, 11
3	1	is	11	Human 2	3, 7, 13
3	1	might	7	Human 2	7, 11, 13
3	1	to	11	Human 2	5, 13, 15
2	1	and	3	Human 2	11, 13
2	1	are	11	Human 2	5, 15
2	1	eve	7	Human 2	5, 11
2	1	getting	3	Human 2	13, 15
2	1	going	9	Human 2	7, 15
2	1	have	7	Human 2	5, 11
2	1	in	3	Human 2	9, 11
2	1	resort	3	Human 2	5, 7
2	1	sure	3	Human 2	9, 11
2	1	them	3	Human 2	11, 13
2	1	they	11	Human 2	5, 15
2	1	think	3	Human 2	13, 15
2	1	this	3	Human 2	13, 15
2	1	trip	3	Human 2	3, 5
2	1	work	3	Human 2	9, 11
2	1	year	3	Human 2	13, 15
2	1	your	7	Human 2	7, 13

