Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	event just happens sometimes ,	3	Human 2	5, 7
3	4	event just happens sometimes	7	Human 2	5, 7, 11
2	4	that's pretty much what	3	Human 2	11, 13
2	2	the french	3	Human 2	7, 9
2	2	this event	3	Human 2	11, 13
2	2	what the	3	Human 2	9, 11
5	1	the	9	Human 2	3, 5, 7, 9, 11
4	1	that's	9	Human 2	5, 9, 11, 13
4	1	what	7	Human 2	7, 9, 11, 13
3	1	mean	9	Human 2	3, 7, 11
3	1	this	7	Human 2	7, 11, 13
2	1	get	3	Human 2	5, 7
2	1	is	7	Human 2	7, 13
2	1	origins	3	Human 2	11, 13
2	1	phrase	3	Human 2	7, 9
2	1	that	5	Human 2	3, 7
2	1	they	9	Human 2	5, 13

