Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	i'm not good	3	Human 2	11, 13
2	3	not good either	3	Human 2	11, 13
2	3	you did !	3	Human 2	7, 9
3	2	i'm not	5	Human 2	11, 13, 15
2	2	. i'm	3	Human 2	15, 17
2	2	i did	7	Human 2	5, 11
2	2	lol .	5	Human 2	11, 15
2	2	lol yay	3	Human 2	13, 15
7	1	you	13	Human 2	1, 3, 5, 7, 9, 11, 13
5	1	did	9	Human 2	5, 7, 9, 11, 13
4	1	i	9	Human 2	5, 9, 11, 13
4	1	lol	7	Human 2	11, 13, 15, 17
3	1	are	11	Human 2	1, 9, 11
3	1	how	13	Human 2	1, 3, 13
3	1	klutz	5	Human 2	13, 15, 17
3	1	like	5	Human 2	11, 13, 15
2	1	but	3	Human 2	11, 13
2	1	have	3	Human 2	9, 11

