Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	3	back to work	3	Human 2	11, 13
3	2	i am	5	Human 2	7, 9, 11
2	2	and i	3	Human 2	7, 9
2	2	but i	3	Human 2	5, 7
2	2	for the	13	Human 2	1, 13
2	2	here !	3	Human 2	5, 7
2	2	i don't	3	Human 2	5, 7
2	2	this weekend	3	Human 2	3, 5
2	2	very patient	3	Human 2	7, 9
2	2	you are	3	Human 2	7, 9
6	1	i	11	Human 2	3, 5, 7, 9, 11, 13
4	1	weekend	7	Human 2	1, 3, 5, 7
4	1	work	7	Human 2	7, 9, 11, 13
4	1	you	9	Human 2	3, 7, 9, 11
3	1	are	7	Human 2	3, 7, 9
3	1	but	9	Human 2	5, 7, 13
3	1	to	5	Human 2	9, 11, 13
2	1	and	3	Human 2	7, 9
2	1	be	9	Human 2	5, 13
2	1	done	5	Human 2	9, 13
2	1	for	13	Human 2	1, 13
2	1	going	3	Human 2	9, 11
2	1	have	3	Human 2	7, 9
2	1	here	3	Human 2	5, 7
2	1	with	7	Human 2	3, 9

