Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	, what does that mean ?	3	Human 2	3, 5
2	4	i know about that	3	Human 2	9, 11
3	3	i know about	5	Human 2	7, 9, 11
2	3	about that word	3	Human 2	11, 13
2	2	because of	3	Human 2	9, 11
2	2	hello .	7	Human 2	1, 7
2	2	the phrase	3	Human 2	7, 9
5	1	i	9	Human 2	5, 7, 9, 11, 13
5	1	that	11	Human 2	3, 5, 9, 11, 13
5	1	the	9	Human 2	3, 5, 7, 9, 11
3	1	a	5	Human 2	7, 9, 11
3	1	because	5	Human 2	7, 9, 11
3	1	french	7	Human 2	7, 11, 13
3	1	have	11	Human 2	3, 7, 13
3	1	it	11	Human 2	3, 9, 13
3	1	just	11	Human 2	3, 9, 13
3	1	you	11	Human 2	3, 9, 13
2	1	in	5	Human 2	9, 13
2	1	of	3	Human 2	9, 11
2	1	what	3	Human 2	3, 5
2	1	word	3	Human 2	11, 13

