Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	3	a full one	11	2	1	Human 1	10, 11
3	3	2	action movies	9	4	1	Human 1	8, 9, 11
3	3	2	but it's	7	4	1	Human 1	6, 7, 9
3	3	2	i'm doing	7	8	1	Human 1	2, 7, 9
2	2	2	, but	6	2	1	Human 2	5, 6
2	2	2	are you	2	2	1	Human 2	1, 2
2	2	2	cleaning emails	5	2	1	Human 1	4, 5
2	2	2	happy ending	15	2	1	Human 1	14, 15
2	2	2	i watched	11	2	1	Human 1	10, 11
10	8	1	you	3	17	1	Human 2	1, 2, 3, 5, 6, 8, 9, 15, 16, 17
8	7	1	i	7	14	1	Human 1	4, 7, 9, 10, 11, 12, 16, 17
6	2	1	but	10	7	1	Human 2	5, 6, 7, 9, 10, 11
6	3	1	doing	2	9	1	Human 2	1, 2, 3, 6, 7, 9
6	3	1	it's	12	10	1	Human 1	6, 7, 9, 12, 14, 15
6	6	1	what	3	16	1	Human 1	2, 3, 6, 9, 10, 17
4	2	1	a	7	6	1	Human 1	6, 7, 10, 11
4	1	1	i'm	5	8	1	Human 1	2, 5, 7, 9
4	1	1	movies	10	4	1	Human 1	8, 9, 10, 11
4	2	1	one	13	6	1	Human 1	10, 11, 13, 15
4	4	1	that's	5	14	1	Human 1	4, 5, 13, 17
4	4	1	the	13	6	1	Human 1	12, 13, 15, 17
4	4	1	to	7	15	1	Human 1	2, 7, 12, 16
3	1	1	ending	17	4	1	Human 1	14, 15, 17
3	3	1	it	16	6	2	Human 2	11, 13, 16
3	3	1	like	9	4	1	Human 1	8, 9, 11
3	3	1	no	14	11	1	Human 2	5, 14, 15
3	3	1	okay	7	4	1	Human 1	6, 7, 9
3	3	1	only	13	4	1	Human 1	12, 13, 15
3	3	1	outside	7	4	1	Human 1	6, 7, 9
3	3	1	so	8	10	1	Human 2	5, 8, 14
3	3	1	work	7	4	1	Human 1	6, 7, 9
2	2	1	already	5	2	1	Human 1	4, 5
2	2	1	do	9	4	1	Human 1	6, 9
2	2	1	enjoy	9	4	1	Human 1	6, 9
2	2	1	get	15	4	1	Human 1	12, 15
2	2	1	hi	1	2	1	Human 1	0, 1
2	2	1	long	5	2	1	Human 1	4, 5
2	2	1	never	11	2	1	Human 1	10, 11
2	2	1	not	17	4	1	Human 1	14, 17
2	2	1	of	10	4	1	Human 2	7, 10
2	2	1	on	15	12	1	Human 1	4, 15
2	2	1	that	15	4	1	Human 1	12, 15
2	2	1	there	10	8	1	Human 2	3, 10
2	2	1	touching	13	2	1	Human 1	12, 13
2	1	1	watched	11	2	1	Human 1	10, 11

